GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss08g17380.1	At2g01840	26.398	322	1	312	363	661	2.85E-23	102	KOG1075	R	General function prediction only
Ss08g17340.1	At5g08560	59.03	598	1	591	1	589	0	734	KOG0293	S	Function unknown
Ss01g23410.1	At2g27170	61.829	1192	6	1196	43	1200	0	1434	KOG0964	D	Cell cycle control, cell division, chromosome partitioning
Ss01g23420.1	At5g11340	76.364	165	37	201	1	164	1.97E-92	268	KOG3138	R	General function prediction only
Ss01g23440.1	At2g25610	91.813	171	5	175	8	178	7.02E-106	301	KOG0233	C	Energy production and conversion
Ss01g23450.1	At1g15520	67.15	1449	1	1444	1	1423	0	2092	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss08g17390.1	At3g06190	44.789	355	18	362	22	374	1.46E-101	307	KOG1987	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss01g23470.1	At1g15520	67.746	1451	1	1444	1	1423	0	2085	KOG0065	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g19690.1	At5g57330	58.065	341	20	341	9	311	1.73E-132	384	KOG1594	G	Carbohydrate transport and metabolism
Ss04g19700.1	At5g10650	59.292	113	241	349	380	492	2.17E-42	155	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss04g19620.1	At2g38250	38.29	269	1	268	29	283	2.06E-38	137	KOG4282	K	Transcription
Ss04g19640.1	At5g45280	60.847	378	9	384	8	384	1.83E-176	498	KOG4287	M	Cell wall/membrane/envelope biogenesis
Ss04g19650.1	At3g22150	50.943	742	31	765	36	767	0	775	KOG4197	R	General function prediction only
Ss04g19660.1	At1g31600	57.508	313	1	304	76	378	1.54E-119	352	KOG4176	S	Function unknown
Ss04g19670.1	At4g30190	85.005	947	11	957	4	948	0	1598	KOG0205	P	Inorganic ion transport and metabolism
Ss04g19680.1	At5g23320	62.011	179	47	225	19	197	7.08E-81	241	KOG2628	O	Posttranslational modification, protein turnover, chaperones
Ss11g01830.1	At1g33260	45.679	81	57	132	434	514	3.58E-14	69.3	KOG1187	T	Signal transduction mechanisms
Ss11g01780.1	At2g24500	36.418	335	14	286	65	395	3.32E-63	205	KOG2785	R	General function prediction only
Ss11g01740.1	At2g43360	57.746	355	24	354	37	375	1.14E-134	390	KOG2900	H	Coenzyme transport and metabolism
Ss02g35230.1	At5g04670	30.824	850	40	860	1	758	1.77E-81	280	KOG2261	K	Transcription
Ss02g35220.1	At4g22670_2	70.134	298	89	378	1	297	8.89E-126	365	KOG1308	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss02g35250.1	At5g03180	48.193	249	208	449	204	448	3.19E-77	251	KOG1609	A	RNA processing and modification
Ss02g35240.1	At5g60640	63.419	503	73	561	99	598	0	644	KOG0190	O	Posttranslational modification, protein turnover, chaperones
Ss02g35200.1	At4g22880	59.483	348	3	348	2	345	6.04E-161	456	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss08g18070.1	At5g56460	68.067	119	1	109	247	365	5.02E-47	156	KOG1187	T	Signal transduction mechanisms
Ss08g18060.1	At5g14250	54.725	455	1	423	5	457	1.14E-165	474	KOG2582	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss08g18050.1	At3g23640	73.199	347	183	529	1	345	0	565	KOG1066	MOG	Cell wall/membrane/envelope biogenesis; Posttranslational modification, protein turnover, chaperones; Carbohydrate transport and metabolism
Ss08g18040.1	At5g14370	32.362	309	8	269	11	312	4.54E-22	95.5	KOG1601	K	Transcription
Ss08g18020.1	At5g40650	75.889	253	24	276	26	277	1.73E-147	415	KOG3049	C	Energy production and conversion
Ss08g18010.1	At4g24790	46.545	492	149	634	238	715	8.45E-132	414	KOG0989	L	Replication, recombination and repair
Ss08g18000.1	At5g63190	66.255	729	7	705	5	726	0	953	KOG0403	T	Signal transduction mechanisms
Ss07g10700.1	At3g45400	65.347	404	63	454	55	454	0	554	KOG1021	MWG	Cell wall/membrane/envelope biogenesis; Extracellular structures; Carbohydrate transport and metabolism
Ss07g10610.1	At5g65090	53.659	451	4	437	104	536	8.84E-156	455	KOG0565	U	Intracellular trafficking, secretion, and vesicular transport
Ss07g10620.1	At5g15770	36.082	97	51	147	10	104	8.11E-17	74.3	KOG3396	M	Cell wall/membrane/envelope biogenesis
Ss07g10630.1	At3g19420	64.992	617	60	658	9	611	0	806	KOG2283	RT	General function prediction only; Signal transduction mechanisms
Ss07g10640.1	At1g08810	51.712	292	1	257	1	275	2.02E-90	270	KOG0048	K	Transcription
Ss07g10660.1	At3g14470	27.513	796	33	779	39	807	1.71E-76	276	KOG4658	T	Signal transduction mechanisms
Ss07g10680.1	At5g18380	81.967	61	33	93	86	146	1.69E-31	108	KOG1753	J	Translation, ribosomal structure and biogenesis
Ss04g24760.1	At5g23400	41.367	556	39	474	31	586	1.65E-118	360	KOG0619	R	General function prediction only
Ss04g24740.1	At3g20020	62.739	314	44	349	69	382	8.69E-148	426	KOG1499	KTO	Transcription ; Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss04g24750.1	At3g20015	66.753	388	75	453	3	386	3.82E-169	481	KOG1339	O	Posttranslational modification, protein turnover, chaperones
Ss04g24810.1	At5g08570	83.077	520	81	600	1	510	0	905	KOG2323	G	Carbohydrate transport and metabolism
Ss04g24830.1	At5g23430	50.277	903	5	824	3	876	0	769	KOG0267	D	Cell cycle control, cell division, chromosome partitioning
Ss01g29680.1	At3g59770	54.154	1625	13	1574	2	1558	0	1666	KOG1888	I	Lipid transport and metabolism
Ss01g29660.1	At3g16630	64.16	798	1	791	31	794	0	973	KOG0246	Z	Cytoskeleton
Ss01g29650.1	At3g06910	54.671	289	179	463	192	478	1.34E-103	318	KOG0778	O	Posttranslational modification, protein turnover, chaperones
Ss01g29640.1	At2g47800	62.41	1527	3	1503	4	1516	0	1880	KOG0054	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss01g29630.1	At3g14410	60.305	131	58	188	65	190	9.04E-47	158	KOG1441	EG	Amino acid transport and metabolism; Carbohydrate transport and metabolism
Ss01g29620.1	At2g44750	64.314	255	10	264	2	252	9.64E-118	339	KOG3153	H	Coenzyme transport and metabolism
Ss11g04350.1	At3g04720	74.51	102	73	174	93	193	1.98E-52	167	KOG4742	R	General function prediction only
Ss11g04400.1	At3g04720	75.41	122	24	145	71	191	3.47E-65	198	KOG4742	R	General function prediction only
Ss11g04410.1	At3g04720	71.901	121	24	144	71	191	4.76E-64	196	KOG4742	R	General function prediction only
Ss07g14000.1	At3g10650	29.959	484	18	473	24	445	3.00E-29	128	KOG0845	YU	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport
Ss07g13990.1	At5g06400	40.415	1059	54	1107	37	1030	0	787	KOG4197	R	General function prediction only
Ss04g20630.1	At1g22100	43.99	416	3	394	4	413	2.78E-119	355	KOG4749	T	Signal transduction mechanisms
Ss07g14050.1	At2g35910	49.398	83	58	140	84	165	1.06E-25	97.4	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss04g20600.1	At4g14910	85.279	197	74	270	63	259	2.54E-121	348	KOG3143	E	Amino acid transport and metabolism
Ss10g00830.1	At5g08020	25.967	181	6	181	160	327	9.51E-06	48.5	KOG0851	L	Replication, recombination and repair
Ss10g00780.1	At3g14470	27.766	922	233	1120	153	989	6.99E-76	276	KOG4658	T	Signal transduction mechanisms
Ss10g00750.1	At1g73280	43.882	474	1	470	1	441	4.66E-142	416	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss10g00810.1	At1g59960	45.745	94	1	92	233	326	5.19E-22	88.6	KOG1577	R	General function prediction only
Ss10g00820.1	At5g63190	62.803	578	143	687	143	717	0	722	KOG0403	T	Signal transduction mechanisms
Ss10g00790.1	At3g02100	34.513	339	11	287	71	398	3.76E-57	192	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss10g00800.1	At4g34370	50.378	397	70	415	149	528	1.47E-121	368	KOG1815	O	Posttranslational modification, protein turnover, chaperones
Ss06g04820.1	At4g30820_1	53.179	173	26	194	35	189	2.05E-43	148	KOG3800	O	Posttranslational modification, protein turnover, chaperones
Ss06g04830.1	At1g48360	52.011	696	268	955	1	684	0	755	KOG2143	S	Function unknown
Ss06g04800.1	At5g55130	62.368	473	6	473	5	464	0	590	KOG2017	H	Coenzyme transport and metabolism
Ss06g04810.1	At1g65080	42.576	458	167	616	82	512	1.57E-106	333	KOG1239	UO	Intracellular trafficking, secretion, and vesicular transport; Posttranslational modification, protein turnover, chaperones
Ss10g10980.1	At1g58250	50.526	190	80	245	2387	2571	1.03E-47	171	KOG1910	S	Function unknown
Ss10g10990.1	At2g07730	32.584	89	85	161	575	663	7.62E-07	49.3	KOG1075	R	General function prediction only
Ss06g04850.1	At5g48730	65.268	429	34	461	64	472	0	595	KOG4197	R	General function prediction only
Ss10g10940.1	At1g58250	63.218	87	6	92	2387	2468	1.01E-28	109	KOG1910	S	Function unknown
Ss10g10950.1	At1g58250	71.774	124	138	256	2071	2194	2.95E-53	187	KOG1910	S	Function unknown
Ss06g04880.1	At3g05530	93.447	412	19	430	13	424	0	797	KOG0652	O	Posttranslational modification, protein turnover, chaperones
Ss06g04890.1	At1g48050	53.323	677	5	672	21	691	0	733	KOG2326	L	Replication, recombination and repair
Ss10g10900.1	At5g03340	91.625	800	15	810	44	843	0	1499	KOG0730	O	Posttranslational modification, protein turnover, chaperones
Ss10g10910.1	At5g08310	51.416	459	27	483	825	1279	2.54E-156	478	KOG4197	R	General function prediction only
Ss10g10920.1	At3g09830	62.597	385	1	376	1	379	7.73E-169	481	KOG1187	T	Signal transduction mechanisms
Ss03g03260.1	At5g24530	61.243	338	22	355	1	338	5.04E-159	450	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss03g03270.1	At2g45660	56.682	217	1	209	1	213	2.55E-73	222	KOG0014	K	Transcription
Ss03g03280.1	At3g57870	90	160	1	160	1	160	1.55E-110	312	KOG0424	O	Posttranslational modification, protein turnover, chaperones
Ss03g03290.1	At3g55340	35.263	190	55	241	153	340	1.15E-35	134	KOG0118	R	General function prediction only
Ss03g03300.1	At4g22910	74.943	435	60	492	33	440	0	657	KOG0305	DO	Cell cycle control, cell division, chromosome partitioning; Posttranslational modification, protein turnover, chaperones
Ss03g03310.1	At1g62990	75.54	278	45	313	19	289	1.24E-148	420	KOG0773	K	Transcription
Ss03g03330.1	At1g80280	36.979	192	19	196	13	192	7.51E-19	85.9	KOG1454	R	General function prediction only
Ss03g03340.1	At5g41410	43.376	468	129	554	192	611	5.08E-96	306	KOG0773	K	Transcription
Ss03g03350.1	At5g41460	62.796	422	108	529	110	523	0	569	KOG2246	G	Carbohydrate transport and metabolism
Ss04g16990.1	At1g76140	63.351	734	1	734	1	724	0	1020	KOG2237	O	Posttranslational modification, protein turnover, chaperones
Ss04g16910.1	At4g11570	49.167	240	100	339	108	346	3.74E-77	243	KOG2914	R	General function prediction only
Ss04g16930.1	Hs4885565	41.812	287	133	412	27	309	8.41E-68	219	KOG3016	I	Lipid transport and metabolism
Ss04g16940.1	At4g11440	67.262	168	358	525	323	490	2.62E-71	242	KOG0768	C	Energy production and conversion
Ss04g16950.1	At1g76160	70.544	533	6	538	9	535	0	777	KOG1263	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss04g16970.1	At1g20410	41.706	422	120	540	108	429	2.45E-100	311	KOG2364	J	Translation, ribosomal structure and biogenesis
Ss04g16980.1	At1g16210	58.667	225	5	229	1	222	4.82E-81	243	KOG3223	S	Function unknown
Ss06g07040.1	At5g67050	46.272	456	11	457	13	459	1.63E-143	421	KOG4569	I	Lipid transport and metabolism
Ss06g07060.1	At5g09920	36.567	134	116	248	3	135	2.45E-20	85.5	KOG2351	K	Transcription
Ss06g07000.1	At1g60360	39.024	246	17	203	24	269	2.10E-42	149	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss06g07010.1	At5g14040	77.151	372	5	363	2	373	0	564	KOG0767	C	Energy production and conversion
Ss06g07070.1	At2g36800	44.606	482	12	487	8	487	4.37E-142	419	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss09g02870.1	At2g16680	24.87	193	47	217	4	192	2.29E-07	52.8	KOG1075	R	General function prediction only
Ss03g18960.1	At5g19040	49.265	272	7	276	30	297	2.80E-80	248	KOG1384	J	Translation, ribosomal structure and biogenesis
Ss06g17590.1	At4g21160_2	69.753	162	162	323	1	162	4.79E-81	244	KOG1030	R	General function prediction only
Ss06g17570.1	At4g26470	61.702	235	1	216	1	233	4.95E-100	291	KOG0027	T	Signal transduction mechanisms
Ss06g17560.1	At3g23540	57.939	359	2	339	1	356	1.51E-146	433	KOG1552	R	General function prediction only
Ss07g29690.1	At2g23930	86.076	79	1	79	1	79	1.50E-46	144	KOG1780	A	RNA processing and modification
Ss07g29680.1	At5g35530	88.182	220	5	224	3	222	2.87E-145	406	KOG3181	J	Translation, ribosomal structure and biogenesis
Ss07g29670.1	At5g20520	63.664	333	1	306	1	333	1.23E-157	445	KOG4391	R	General function prediction only
Ss07g29660.1	At1g17590	56.429	140	143	277	160	295	4.54E-41	146	KOG1561	K	Transcription
Ss07g29610.1	At3g50690	68.041	194	1	194	1	192	1.68E-74	242	KOG2739	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss02g34660.1	At3g02360	82.917	480	4	479	6	485	0	841	KOG2653	G	Carbohydrate transport and metabolism
Ss08g03130.1	At3g01920	49.638	276	45	319	28	285	7.96E-86	261	KOG3051	J	Translation, ribosomal structure and biogenesis
Ss02g34640.1	At1g32210	83.478	115	1	114	1	115	1.20E-65	195	KOG1746	DO	Cell cycle control, cell division, chromosome partitioning; Posttranslational modification, protein turnover, chaperones
Ss08g03060.1	At4g18960	41.718	163	8	167	66	225	4.01E-29	110	KOG0014	K	Transcription
Ss08g03080.1	At4g18960	42.515	167	8	171	66	229	2.25E-32	119	KOG0014	K	Transcription
Ss08g03100.1	At1g24260	57.937	252	1	248	1	245	1.41E-83	251	KOG0014	K	Transcription
Ss08g03090.1	At1g24260	60.392	255	53	300	1	245	9.91E-89	266	KOG0014	K	Transcription
Ss02g34670.1	At1g31930	63.333	870	8	852	6	844	0	1078	KOG0082	DT	Cell cycle control, cell division, chromosome partitioning; Signal transduction mechanisms
Ss01g19490.1	At1g79830	48.966	145	149	283	272	413	2.87E-29	118	KOG4673	K	Transcription
Ss01g19500.1	At1g79830	53.165	79	28	102	1	79	1.05E-16	75.5	KOG4673	K	Transcription
Ss01g19460.1	At3g29400	35.088	228	65	245	280	505	1.28E-24	103	KOG2344	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g19470.1	At1g27600	40.286	350	83	431	62	379	1.82E-84	266	KOG1476	O	Posttranslational modification, protein turnover, chaperones
Ss01g19480.1	At1g79830	58.159	478	10	469	472	916	5.31E-142	432	KOG4673	K	Transcription
Ss01g35150.1	At1g12310	46.154	143	8	109	6	148	3.49E-34	116	KOG0027	T	Signal transduction mechanisms
Ss06g12690.1	At3g04500	80.899	178	69	246	70	245	2.83E-104	303	KOG0226	R	General function prediction only
Ss06g12720.1	AtMi005	79.464	112	11	110	307	418	1.19E-48	166	KOG4668	C	Energy production and conversion
Ss06g12680.1	Hs9966779	30.804	448	1	436	1	429	4.44E-54	188	KOG1462	J	Translation, ribosomal structure and biogenesis
Ss06g12730.1	At4g27880	75.51	343	1	343	1	326	0	538	KOG3002	R	General function prediction only
Ss01g30840.1	At2g46930	59.024	410	12	421	13	414	0	523	KOG4287	M	Cell wall/membrane/envelope biogenesis
Ss02g29360.1	At4g38040	73.786	412	7	400	14	425	0	644	KOG1021	MWG	Cell wall/membrane/envelope biogenesis; Extracellular structures; Carbohydrate transport and metabolism
Ss02g29300.1	At4g37260	47.464	276	8	257	10	274	7.66E-69	218	KOG0048	K	Transcription
Ss03g34730.1	At1g11890	87.736	212	125	336	7	218	3.59E-140	397	KOG0862	U	Intracellular trafficking, secretion, and vesicular transport
Ss03g34740.1	At5g44500	83.019	106	1	105	9	114	1.68E-60	192	KOG3168	K	Transcription
Ss03g21480.1	At1g21070	70.435	345	2	344	5	348	2.76E-170	478	KOG1441	EG	Amino acid transport and metabolism; Carbohydrate transport and metabolism
Ss03g21470.1	At2g15100	39.535	129	1	124	1200	1328	6.34E-20	85.5	KOG0017	R	General function prediction only
Ss03g21460.1	At1g53820	40.698	86	49	131	120	202	5.29E-12	63.2	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss03g21520.1	At2g11520	65.147	307	217	523	1	307	2.06E-150	434	KOG1187	T	Signal transduction mechanisms
Ss03g21500.1	At5g19820	69.252	1109	12	1092	14	1115	0	1571	KOG2171	YU	Nuclear structure; Intracellular trafficking, secretion, and vesicular transport
Ss03g21490.1	At3g60070	54.428	463	3	447	2	434	2.90E-171	489	KOG4830	G	Carbohydrate transport and metabolism
Ss08g00490.1	At5g58330	76.629	445	1	432	1	442	0	679	KOG1496	C	Energy production and conversion
Ss07g03520.1	At3g13460	43.66	623	68	663	18	608	1.32E-133	407	KOG1901	R	General function prediction only
Ss07g03470.1	At3g03980	58.148	270	1	257	1	268	6.46E-111	322	KOG0725	R	General function prediction only
Ss07g03460.1	At5g22250	49.281	278	12	279	11	275	4.35E-78	239	KOG0304	A	RNA processing and modification
Ss07g03450.1	At5g51810	54.728	349	3	349	29	372	1.87E-145	417	KOG0143	QR	Secondary metabolites biosynthesis, transport and catabolism; General function prediction only
Ss07g03440.1	At2g36320	43.791	153	14	152	9	161	8.42E-37	125	KOG3173	R	General function prediction only
Ss07g03500.1	At1g55510	84.308	325	39	363	28	352	0	598	KOG0525	C	Energy production and conversion
Ss07g03490.1	At4g13180	60.63	254	10	257	9	262	2.83E-111	322	KOG0725	R	General function prediction only
Ss07g03480.1	At3g03980	55.639	266	3	255	5	268	2.59E-101	297	KOG0725	R	General function prediction only
Ss02g14500.1	At5g43990	39.242	739	1	723	14	708	5.98E-155	468	KOG1082	KB	Transcription; Chromatin structure and dynamics
Ss02g14470.1	At3g24800_1	40.449	267	30	262	23	283	4.94E-55	185	KOG4159	O	Posttranslational modification, protein turnover, chaperones
Ss02g14440.1	At3g14460	32.973	740	76	716	155	882	2.84E-99	338	KOG4658	T	Signal transduction mechanisms
Ss02g14520.1	At1g33350	50.195	514	9	515	25	535	0	531	KOG4197	R	General function prediction only
Ss02g14530.1	At4g13510	74.844	481	1	473	1	480	0	728	KOG0682	P	Inorganic ion transport and metabolism
Ss03g21770.1	At5g61980	39.59	586	20	506	2	578	1.77E-96	319	KOG0521	T	Signal transduction mechanisms
Ss03g21800.1	At2g07687	88.421	95	1	95	1	95	1.94E-52	169	KOG4664	C	Energy production and conversion
Ss03g21790.1	At2g07687	70.115	261	30	245	2	262	2.49E-113	327	KOG4664	C	Energy production and conversion
Ss03g21760.1	At1g01910	45.014	351	29	340	18	334	1.51E-86	265	KOG2825	P	Inorganic ion transport and metabolism
Ss03g21750.1	At1g49350	39.344	183	215	397	94	273	6.54E-33	126	KOG3009	R	General function prediction only
Ss11g14320.1	At2g04390	52.174	92	1	78	24	115	4.91E-22	87.4	KOG0187	J	Translation, ribosomal structure and biogenesis
Ss11g14300.1	At5g13750	60.748	428	28	453	2	425	0	538	KOG2615	R	General function prediction only
Ss11g14310.1	At3g07040	27.397	365	23	364	106	453	8.15E-37	143	KOG4658	T	Signal transduction mechanisms
Ss11g14360.1	At3g43790	53.719	484	10	486	2	476	0	534	KOG2615	R	General function prediction only
Ss11g14370.1	At5g04200	56.575	327	6	319	8	324	5.07E-120	350	KOG1546	DO	Cell cycle control, cell division, chromosome partitioning; Posttranslational modification, protein turnover, chaperones
Ss11g14340.1	At3g46530	33.758	314	109	416	203	511	2.61E-45	169	KOG4658	T	Signal transduction mechanisms
Ss05g05770.1	At4g13310	45.495	455	20	470	32	480	6.95E-136	402	KOG0156	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss05g05780.1	At5g41980	40.609	197	1	195	48	239	1.81E-50	168	KOG4585	L	Replication, recombination and repair
Ss11g14380.1	At2g19540	65.695	446	30	472	20	465	0	588	KOG0302	R	General function prediction only
