Gene_ID	NR_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss07g00910.1	XP_006651826.1	84.3	527	51	577	55	575	1.40E-256	890.6	XP_006651826.1 PREDICTED: transcriptional adapter ADA2 [Oryza brachyantha]
Ss07g00900.1	XP_009406517.2	61.5	481	14	459	59	533	2.80E-162	577	XP_009406517.2 PREDICTED: galactan beta-1,4-galactosyltransferase GALS3-like [Musa acuminata subsp. malaccensis]
Ss07g00930.1	ABG80458.1	98.2	219	35	253	1	219	2.10E-79	300.8	ABG80458.1 fruitful-like MADS-box transcription factor, partial [Streptochaeta angustifolia]
Ss07g00920.1	EMS54132.1	68	353	1	353	1	349	4.40E-131	473	EMS54132.1 Calcium-activated outward-rectifying potassium channel 1 [Triticum urartu]
Ss07g00950.1	XP_024313645.1	55.1	454	233	681	39	487	7.00E-125	453.4	XP_024313645.1 uncharacterized protein LOC100821447 isoform X3 [Brachypodium distachyon]
Ss07g00940.1	KXG33319.1	89.7	29	11	39	77	105	2.20E-07	60.1	KXG33319.1 hypothetical protein SORBI_3003G288500 [Sorghum bicolor]
Ss07g00970.1	XP_015632279.1	94.7	206	1	206	1	206	8.80E-108	394.8	XP_015632279.1 60S ribosomal protein L13a-4 [Oryza sativa Japonica Group]
Ss07g00960.1	OEL26901.1	56.9	1105	2	1039	1	1083	8.80E-273	945.3	OEL26901.1 Protein LONGIFOLIA 1 [Dichanthelium oligosanthes]
Ss01g42200.1	CAH67120.1	45.2	168	2	163	268	429	5.30E-27	126.3	CAH67120.1 H0502G05.11 [Oryza sativa]
Ss11g01020.1	XP_004981712.2	57.8	346	1	326	452	791	1.00E-100	372.1	XP_004981712.2 UDP-glycosyltransferase 83A1 [Setaria italica]
Ss11g01030.1	XP_006664108.1	78.6	724	1	715	1	717	0.00E+00	1077.4	XP_006664108.1 PREDICTED: uncharacterized protein LOC102723003 [Oryza brachyantha]
Ss11g01010.1	RLM97706.1	49.4	1540	3	1453	2	1477	0.00E+00	1152.5	RLM97706.1 protein MODIFIER OF SNC1 1 [Panicum miliaceum]
Ss05g04570.1	RLN27891.1	72.6	559	1	552	1	557	2.30E-150	537.7	RLN27891.1 protein IQ-DOMAIN 31-like [Panicum miliaceum]
Ss11g00990.1	XP_002441687.1	70	70	2	65	66	135	8.00E-17	93.2	XP_002441687.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Sorghum bicolor]
Ss05g04510.1	BAF05970.1	71.2	52	1	52	1	52	1.80E-15	86.3	BAF05970.1 Os01g0713900, partial [Oryza sativa Japonica Group]
Ss11g00970.1	XP_024316493.1	58.9	73	1	72	1	73	2.30E-13	82.4	XP_024316493.1 LRR receptor-like serine/threonine-protein kinase ERL2 [Brachypodium distachyon]
Ss11g00980.1	EAY81488.1	68	406	189	589	230	634	7.50E-152	542.7	EAY81488.1 hypothetical protein OsI_36661 [Oryza sativa Indica Group]
Ss05g04580.1	RLN00507.1	70.7	406	78	475	96	501	1.20E-158	565.1	RLN00507.1 hypothetical protein C2845_PM06G00570 [Panicum miliaceum]
Ss05g04590.1	CDM83613.1	75.5	531	1	528	1	523	1.10E-239	834.3	CDM83613.1 unnamed protein product [Triticum aestivum]
Ss11g01040.1	XP_025877241.1	50	72	1	71	1	72	1.10E-07	60.8	XP_025877241.1 disease resistance protein RGA5-like isoform X1 [Oryza sativa Japonica Group]
Ss11g01050.1	PNT73367.1	68.4	57	1	57	22	78	2.30E-14	83.2	PNT73367.1 hypothetical protein BRADI_2g57534v3 [Brachypodium distachyon]
Ss07g13280.1	XP_010237767.1	55.9	211	1	210	5	214	2.70E-51	207.2	XP_010237767.1 putative disease resistance RPP13-like protein 3 [Brachypodium distachyon]
Ss07g13290.1	XP_020173460.1	71.2	80	1	80	1	80	1.40E-23	114.8	XP_020173460.1 xylulose kinase-like isoform X1 [Aegilops tauschii subsp. tauschii]
Ss07g13260.1	XP_010237767.1	55.8	927	1	911	1	922	1.10E-269	934.9	XP_010237767.1 putative disease resistance RPP13-like protein 3 [Brachypodium distachyon]
Ss07g13270.1	XP_010237767.1	52.2	937	1	926	1	922	2.50E-255	887.1	XP_010237767.1 putative disease resistance RPP13-like protein 3 [Brachypodium distachyon]
Ss07g13240.1	AAT58770.1	34.1	123	3	120	309	430	7.00E-15	85.5	AAT58770.1 putative polyprotein [Oryza sativa Japonica Group]
Ss07g13250.1	XP_010237767.1	53.3	920	5	912	10	922	3.90E-256	889.8	XP_010237767.1 putative disease resistance RPP13-like protein 3 [Brachypodium distachyon]
Ss07g13220.1	RLN12398.1	35.2	88	8	93	15	102	3.20E-08	63.2	RLN12398.1 hypothetical protein C2845_PM09G13150 [Panicum miliaceum]
Ss07g13230.1	OEL15882.1	70.5	105	1	99	1	103	1.20E-30	137.5	OEL15882.1 Cytochrome c oxidase subunit 6a, mitochondrial [Dichanthelium oligosanthes]
Ss07g13200.1	XP_015619468.1	67	115	162	276	305	418	3.70E-45	187.2	XP_015619468.1 protein PRY2 [Oryza sativa Japonica Group]
Ss07g13210.1	XP_020175447.1	57.4	122	1	110	1	121	7.40E-29	131.7	XP_020175447.1 EPIDERMAL PATTERNING FACTOR-like protein 2 [Aegilops tauschii subsp. tauschii]
Ss01g32480.1	XP_015634110.1	60.4	250	2	239	4	249	3.10E-72	276.9	XP_015634110.1 blue copper protein [Oryza sativa Japonica Group]
Ss01g32470.1	XP_020191636.1	73.4	274	3	264	222	495	7.10E-110	402.1	XP_020191636.1 putative pentatricopeptide repeat-containing protein At2g01510 [Aegilops tauschii subsp. tauschii]
Ss01g32440.1	XP_004962086.1	63.2	535	5	508	4	535	2.20E-120	438	XP_004962086.1 probable mediator of RNA polymerase II transcription subunit 26b [Setaria italica]
Ss01g32430.1	XP_006644071.1	98.2	446	1	446	1	446	2.80E-260	902.5	XP_006644071.1 PREDICTED: tubulin beta-1 chain [Oryza brachyantha]
Ss01g32460.1	BAB62625.1	70.7	659	28	686	29	687	1.10E-234	818.1	BAB62625.1 P0402A09.8 [Oryza sativa Japonica Group]
Ss01g32450.1	BAS91841.1	62	508	15	496	196	691	1.00E-168	598.6	BAS91841.1 Os05g0102800, partial [Oryza sativa Japonica Group]
Ss01g32390.1	XP_004967656.1	42.2	102	52	143	40	133	4.20E-08	63.2	XP_004967656.1 uncharacterized protein LOC101763936 [Setaria italica]
Ss01g32420.1	XP_003565675.1	72	614	1	607	1	613	5.40E-254	882.1	XP_003565675.1 uncharacterized protein LOC100842839 [Brachypodium distachyon]
Ss01g32410.1	XP_006644073.1	86.7	263	1	263	1	263	2.20E-132	476.9	XP_006644073.1 PREDICTED: gamma carbonic anhydrase 1, mitochondrial [Oryza brachyantha]
Ss03g12100.1	XP_002465592.1	48.8	256	56	307	54	309	1.40E-48	198.7	XP_002465592.1 proline-rich receptor-like protein kinase PERK8 [Sorghum bicolor]
Ss03g12050.1	XP_006649695.1	96.7	245	1	244	1	245	8.50E-126	454.9	XP_006649695.1 PREDICTED: glucose-induced degradation protein 8 homolog [Oryza brachyantha]
Ss03g12060.1	XP_004985086.1	75.1	325	7	331	9	332	4.70E-135	486.1	XP_004985086.1 peroxidase N [Setaria italica]
Ss03g12070.1	XP_004985087.2	72.1	323	7	329	19	340	1.30E-124	451.4	XP_004985087.2 peroxidase A2 [Setaria italica]
Ss03g12080.1	XP_002465591.1	73.5	324	6	329	16	337	2.50E-128	463.8	XP_002465591.1 peroxidase A2 [Sorghum bicolor]
Ss03g12010.1	XP_010228917.1	78.4	116	1	116	448	563	2.70E-45	186.4	XP_010228917.1 protein NRT1/ PTR FAMILY 8.3 isoform X1 [Brachypodium distachyon]
Ss03g12020.1	OEL13613.1	80.1	629	1	623	1	621	1.40E-254	884	OEL13613.1 Signal recognition particle receptor subunit alpha [Dichanthelium oligosanthes]
Ss03g12030.1	XP_025796825.1	73.9	490	1	470	1	490	6.50E-186	655.6	XP_025796825.1 proline dehydrogenase 2, mitochondrial-like [Panicum hallii]
Ss03g12040.1	XP_006651199.1	80	630	2	627	11	637	6.60E-239	832	XP_006651199.1 PREDICTED: pentatricopeptide repeat-containing protein At4g37170 [Oryza brachyantha]
Ss04g06020.1	XP_008666910.1	73.9	176	6	181	239	413	7.50E-72	275.4	XP_008666910.1 uncharacterized protein LOC103645674 [Zea mays]
Ss04g06010.1	XP_006661734.1	71.2	841	1	831	1	841	1.50E-302	1043.9	XP_006661734.1 PREDICTED: pumilio homolog 23 [Oryza brachyantha]
Ss04g06040.1	XP_020193188.1	83.1	531	1	516	1	522	2.10E-211	740.3	XP_020193188.1 SWI/SNF complex component SNF12 homolog [Aegilops tauschii subsp. tauschii]
Ss04g06030.1	KZV42712.1	59.9	217	6	196	98	314	3.10E-62	243.4	KZV42712.1 microfibrillar-associated protein 1-like [Dorcoceras hygrometricum]
Ss04g05980.1	XP_015632394.1	62.1	560	8	527	28	577	2.00E-172	610.9	XP_015632394.1 protein NRT1/ PTR FAMILY 5.6 [Oryza sativa Japonica Group]
Ss04g05970.1	RLN41864.1	68.5	213	1	183	378	590	1.20E-71	274.6	RLN41864.1 coronatine-insensitive protein 1-like [Panicum miliaceum]
Ss04g06000.1	RLM64368.1	50.8	368	1	339	3	341	3.70E-63	247.3	RLM64368.1 transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR-like [Panicum miliaceum]
Ss04g05990.1	RLM73891.1	86.5	393	51	442	71	460	6.60E-185	652.1	RLM73891.1 hypothetical protein C2845_PM15G05850 [Panicum miliaceum]
Ss04g06060.1	RLM97696.1	63.8	307	1	295	108	411	3.70E-110	403.3	RLM97696.1 E3 ubiquitin-protein ligase [Panicum miliaceum]
Ss04g06050.1	XP_003565403.3	71.8	1491	3	1474	28	1507	0.00E+00	2046.2	XP_003565403.3 ABC transporter C family member 3 [Brachypodium distachyon]
Ss10g13970.1	XP_025794583.1	61.4	759	81	774	47	785	9.30E-219	765.4	XP_025794583.1 KH domain-containing protein HEN4-like isoform X2 [Panicum hallii]
Ss10g13980.1	XP_008807166.1	74.4	426	8	433	7	432	8.30E-188	661.8	XP_008807166.1 GPI mannosyltransferase 1 isoform X1 [Phoenix dactylifera]
Ss10g13950.1	XP_025797013.1	74.6	473	1	473	1	457	1.40E-170	604.7	XP_025797013.1 E3 ubiquitin-protein ligase Hakai [Panicum hallii]
Ss10g13960.1	XP_015697397.1	65.4	870	5	861	3	869	1.80E-199	701.4	XP_015697397.1 PREDICTED: katanin p80 WD40 repeat-containing subunit B1 homolog isoform X1 [Oryza brachyantha]
Ss10g14010.1	XP_015612729.1	71.9	633	1	626	1	624	3.00E-254	883.2	XP_015612729.1 nucleolar complex protein 2 homolog [Oryza sativa Japonica Group]
Ss10g14020.1	XP_004986027.1	69.2	585	23	602	37	601	6.80E-225	785.4	XP_004986027.1 DNA (cytosine-5)-methyltransferase DRM2 [Setaria italica]
Ss10g13990.1	PUZ38460.1	88	784	2	785	5	777	0.00E+00	1318.9	PUZ38460.1 hypothetical protein GQ55_9G198200 [Panicum hallii var. hallii]
Ss10g14000.1	BAI39857.1	81.4	764	1	750	1	749	0.00E+00	1229.9	BAI39857.1 putative threonyl-tRNA synthetase [Oryza sativa Indica Group]
Ss10g14030.1	XP_025793524.1	77.9	1183	13	1191	11	1182	0.00E+00	1878.2	XP_025793524.1 DNA-directed RNA polymerase I subunit 2 isoform X1 [Panicum hallii]
Ss10g14040.1	OQU92445.1	37	216	73	285	74	284	7.00E-31	139.8	OQU92445.1 hypothetical protein SORBI_3001G345600 [Sorghum bicolor]
Ss01g18310.1	XP_004969656.1	87.1	155	1	155	1	155	8.20E-69	265	XP_004969656.1 uncharacterized protein LOC101757725 [Setaria italica]
Ss01g18300.1	ACH99696.1	64.3	429	7	427	3	426	2.90E-143	513.8	ACH99696.1 NPKL3 [Oryza sativa Indica Group]
Ss01g18290.1	XP_006646239.1	64.5	437	1	434	1	422	1.60E-146	524.6	XP_006646239.1 PREDICTED: mitogen-activated protein kinase kinase kinase A-like [Oryza brachyantha]
Ss01g18280.1	ACH99693.1	60.2	457	1	448	1	447	6.60E-135	486.1	ACH99693.1 NPKL1 [Oryza sativa Indica Group]
Ss01g18270.1	OEL38137.1	61.6	112	1	111	1	112	4.60E-35	152.5	OEL38137.1 hypothetical protein BAE44_0000839 [Dichanthelium oligosanthes]
Ss01g18250.1	NP_001348591.1	85.7	224	244	467	313	536	3.40E-107	394	NP_001348591.1 uncharacterized protein LOC100192588 [Zea mays]
Ss01g18240.1	XP_004974197.1	84	81	153	233	22	102	5.30E-32	143.3	XP_004974197.1 probable uridine nucleosidase 1 [Setaria italica]
Ss01g18330.1	XP_015619426.1	70	250	1	250	1	228	2.80E-84	317	XP_015619426.1 bidirectional sugar transporter SWEET2b [Oryza sativa Japonica Group]
Ss02g24370.1	XP_025878276.1	34.3	289	4	287	71	358	1.10E-37	162.5	XP_025878276.1 uncharacterized protein LOC9271196 isoform X2 [Oryza sativa Japonica Group]
Ss02g24330.1	XP_021320095.1	58.2	67	35	100	681	746	3.20E-10	69.7	XP_021320095.1 AP-2 complex subunit alpha-2 isoform X2 [Sorghum bicolor]
Ss02g24340.1	RLN24027.1	62.9	318	53	341	146	460	1.30E-95	355.1	RLN24027.1 uncharacterized protein C2845_PM07G23970 [Panicum miliaceum]
Ss02g24350.1	ABG90943.1	93.3	89	19	106	80	166	5.10E-36	155.6	ABG90943.1 PI2 [Streptochaeta angustifolia]
Ss02g24360.1	XP_002440462.1	76	50	1	50	257	306	1.60E-12	77	XP_002440462.1 E3 ubiquitin-protein ligase XB3 [Sorghum bicolor]
Ss02g24300.1	EAY85410.1	69.6	527	45	542	28	553	2.00E-191	674.1	EAY85410.1 hypothetical protein OsI_06789 [Oryza sativa Indica Group]
Ss02g24310.1	XP_003573031.2	38.8	209	163	371	216	399	8.60E-29	133.3	XP_003573031.2 uncharacterized protein LOC100824200 [Brachypodium distachyon]
Ss02g24320.1	XP_015689034.1	92.9	225	61	285	57	281	9.00E-119	431.8	XP_015689034.1 PREDICTED: LOW QUALITY PROTEIN: ribosomal RNA small subunit methyltransferase nep-1 [Oryza brachyantha]
Ss06g04110.1	BAX24827.1	81.9	364	1	353	1	364	7.60E-168	595.1	BAX24827.1 beta 1,3-glycosyltransferase-like protein III [Oryza glumipatula]
Ss06g04120.1	XP_015643225.1	82.8	337	32	368	31	367	9.00E-172	608.2	XP_015643225.1 GDSL esterase/lipase At5g45910 [Oryza sativa Japonica Group]
Ss06g04050.1	BAX25004.1	78	644	8	641	14	657	7.80E-272	941.4	BAX25004.1 putative R3H domain protein [Oryza officinalis]
Ss06g04030.1	PUZ62134.1	79	281	1	277	1	275	1.80E-112	411	PUZ62134.1 hypothetical protein GQ55_4G333500 [Panicum hallii var. hallii]
Ss06g04040.1	BAX25003.1	68.4	449	1	437	3	451	3.80E-161	573.2	BAX25003.1 putative EIG-I24 [Oryza officinalis]
Ss06g04090.1	AAT85026.1	36.4	214	1	205	44	256	1.70E-40	171.4	AAT85026.1 hypothetical protein [Oryza sativa Japonica Group]
Ss06g04100.1	XP_004957689.1	65.5	377	8	373	18	391	3.90E-146	523.1	XP_004957689.1 GDSL esterase/lipase At5g45910 [Setaria italica]
Ss06g04070.1	BAX24898.1	58.5	241	1	208	1	239	3.10E-68	263.5	BAX24898.1 putative CPRD49 [Oryza punctata]
Ss06g04080.1	BAX24902.1	85.4	362	1	362	1	358	1.10E-185	654.4	BAX24902.1 putative esterase [Oryza punctata]
Ss05g19270.1	XP_003568805.1	71	100	6	105	4	103	4.50E-26	122.5	XP_003568805.1 uncharacterized protein LOC100839090 [Brachypodium distachyon]
Ss01g28150.1	XP_025817518.1	82.8	169	6	174	19	187	1.10E-74	284.6	XP_025817518.1 dual specificity protein phosphatase 1B-like isoform X2 [Panicum hallii]
Ss01g28160.1	XP_015688074.1	85.6	278	29	306	19	296	8.40E-139	498.4	XP_015688074.1 PREDICTED: chaperone protein dnaJ 50 [Oryza brachyantha]
Ss09g13810.1	XP_004974129.1	64	1030	1	945	1	1022	0.00E+00	1204.9	XP_004974129.1 kinesin-like protein KIN-7H isoform X3 [Setaria italica]
Ss09g13820.1	XP_006660878.1	84.8	184	1	184	1	184	7.50E-85	318.5	XP_006660878.1 PREDICTED: B-box zinc finger protein 19 [Oryza brachyantha]
Ss01g28070.1	XP_002460837.1	83.2	292	6	293	3	294	7.00E-127	458.8	XP_002460837.1 protein PGR [Sorghum bicolor]
Ss09g13760.1	RLN36290.1	76.1	553	1	551	1	545	5.40E-237	825.5	RLN36290.1 hypothetical protein C2845_PM03G04030 [Panicum miliaceum]
Ss01g28090.1	EAY83519.1	79.2	592	1	585	1	590	4.60E-263	912.1	EAY83519.1 hypothetical protein OsI_38731 [Oryza sativa Indica Group]
Ss09g13740.1	ACN30969.1	64.9	77	2	61	78	154	1.30E-17	94.4	ACN30969.1 unknown [Zea mays]
Ss01g28110.1	EAY74373.1	84.6	319	4	321	13	331	4.30E-157	559.3	EAY74373.1 hypothetical protein OsI_02260 [Oryza sativa Indica Group]
Ss01g28120.1	YP_009346228.1	87.7	106	22	117	216	321	1.20E-50	204.1	YP_009346228.1 cytochrome c biogenesis protein (chloroplast) [Streptochaeta spicata]
Ss09g13770.1	XP_002460557.1	90.9	164	23	186	25	188	5.50E-77	292.4	XP_002460557.1 mediator of RNA polymerase II transcription subunit 10b [Sorghum bicolor]
Ss09g13780.1	XP_004957433.1	69.6	214	25	233	30	237	1.90E-42	177.9	XP_004957433.1 homeobox-leucine zipper protein HOX6 [Setaria italica]
Ss02g06610.1	PUZ77646.1	75.4	232	1	225	1	228	1.10E-87	329.3	PUZ77646.1 hypothetical protein GQ55_1G390200 [Panicum hallii var. hallii]
Ss02g06600.1	XP_003570634.1	79	333	1	332	48	380	7.20E-152	542	XP_003570634.1 tRNA (carboxymethyluridine(34)-5-O)-methyltransferase [Brachypodium distachyon]
Ss07g12940.1	XP_020149629.1	75.2	2641	1	2604	1	2618	0.00E+00	3852	XP_020149629.1 protein SABRE isoform X1 [Aegilops tauschii subsp. tauschii]
Ss02g06550.1	PNT78022.1	39	146	1	146	412	556	3.40E-21	106.7	PNT78022.1 hypothetical protein BRADI_1g72196v3 [Brachypodium distachyon]
Ss02g06540.1	XP_020155897.1	62.7	83	4	86	24	100	2.40E-17	94	XP_020155897.1 heavy metal-associated isoprenylated plant protein 23 [Aegilops tauschii subsp. tauschii]
Ss02g06530.1	XP_009390578.1	61.6	86	85	170	111	190	1.40E-21	108.2	XP_009390578.1 PREDICTED: uncharacterized protein LOC103976940 [Musa acuminata subsp. malaccensis]
Ss07g12930.1	XP_020189109.1	78.4	320	4	323	6	324	1.10E-149	534.6	XP_020189109.1 uncharacterized protein LOC109774758 [Aegilops tauschii subsp. tauschii]
Ss02g06590.1	XP_003570633.1	94.1	119	1	119	1	119	1.00E-60	237.7	XP_003570633.1 membrane-anchored ubiquitin-fold protein 3 isoform X1 [Brachypodium distachyon]
Ss02g06580.1	RLN07106.1	46	163	74	233	110	255	5.60E-18	96.7	RLN07106.1 hypothetical protein C2845_PM11G25400 [Panicum miliaceum]
Ss02g06570.1	XP_021305617.1	90.3	2145	1	2145	1	2144	0.00E+00	3094.7	XP_021305617.1 protein CELLULOSE SYNTHASE INTERACTIVE 1 [Sorghum bicolor]
Ss02g06560.1	XP_004953937.1	74.6	520	1	512	1	518	1.90E-220	770.4	XP_004953937.1 aspartic proteinase-like protein 1 isoform X1 [Setaria italica]
Ss07g19870.1	XP_004956879.1	91.7	205	40	244	39	243	1.50E-109	401	XP_004956879.1 uncharacterized protein LOC101771408 isoform X2 [Setaria italica]
Ss05g20710.1	XP_024317174.1	49.3	148	2	131	5	152	2.90E-31	140.6	XP_024317174.1 NAC domain-containing protein 22-like [Brachypodium distachyon]
Ss07g19850.1	XP_006649709.1	74.9	295	1	293	41	327	1.60E-123	447.6	XP_006649709.1 PREDICTED: translocase of chloroplast 34, chloroplastic [Oryza brachyantha]
Ss07g19860.1	RLN17502.1	53.3	92	1	85	260	351	1.80E-17	93.6	RLN17502.1 hypothetical protein C2845_PM02G15200 [Panicum miliaceum]
Ss07g19830.1	XP_027086936.1	41.4	794	1	589	1	791	1.80E-150	538.1	XP_027086936.1 zinc finger MYM-type protein 1-like [Coffea arabica]
Ss07g19840.1	XP_025811213.1	93.9	132	1	132	1	132	1.90E-47	193.7	XP_025811213.1 small nuclear ribonucleoprotein SmD3b-like [Panicum hallii]
Ss07g19810.1	XP_025793123.1	69.9	528	5	531	3	529	2.80E-166	590.5	XP_025793123.1 transcription initiation factor IIF subunit alpha isoform X2 [Panicum hallii]
Ss07g19820.1	EAY82907.1	54.1	85	2	83	70	150	2.00E-19	100.1	EAY82907.1 hypothetical protein OsI_38120 [Oryza sativa Indica Group]
Ss07g19800.1	AAO72664.1	95.1	485	1	485	1	485	9.20E-273	944.1	AAO72664.1 wheat adenosylhomocysteinase-like protein [Oryza sativa Japonica Group]
Ss05g13350.1	AAU10738.1	59.1	66	1	56	1	66	4.20E-12	75.1	AAU10738.1 unknown protein [Oryza sativa Japonica Group]
Ss05g13340.1	XP_015640729.1	83	605	2	604	3	607	0.00E+00	1083.9	XP_015640729.1 probable methyltransferase PMT7 [Oryza sativa Japonica Group]
Ss05g13270.1	BAD87884.1	64	136	1	126	74	209	6.50E-37	158.7	BAD87884.1 unknown protein [Oryza sativa Japonica Group]
Ss05g13260.1	XP_014753589.1	69.9	382	1	381	1	374	1.30E-149	534.6	XP_014753589.1 probable ADP-ribosylation factor GTPase-activating protein AGD11 isoform X2 [Brachypodium distachyon]
Ss05g13290.1	XP_015637297.1	73.3	378	103	477	120	495	1.00E-127	462.2	XP_015637297.1 atherin isoform X1 [Oryza sativa Japonica Group]
Ss05g13280.1	XP_006654340.2	39.6	1115	3	1053	9	1072	5.30E-116	424.5	XP_006654340.2 PREDICTED: uncharacterized protein LOC102711260 [Oryza brachyantha]
Ss05g13310.1	XP_015638162.1	66.8	205	1	189	1	201	1.70E-44	184.5	XP_015638162.1 probable calcium-binding protein CML15 [Oryza sativa Japonica Group]
Ss05g13300.1	XP_008799938.2	61.1	95	9	103	166	254	1.40E-24	117.9	XP_008799938.2 fructose-bisphosphate aldolase 1, cytoplasmic-like [Phoenix dactylifera]
Ss05g13330.1	XP_002441009.1	86.3	817	1	814	1	817	0.00E+00	1181	XP_002441009.1 conserved oligomeric Golgi complex subunit 5 [Sorghum bicolor]
Ss05g13320.1	XP_024196455.1	48.9	90	1	89	1	90	4.20E-15	85.9	XP_024196455.1 uncharacterized protein LOC112199713 [Rosa chinensis]
Ss11g08740.1	XP_010236315.1	83	47	50	96	590	636	3.40E-12	77	XP_010236315.1 protein STRUBBELIG-RECEPTOR FAMILY 8 isoform X2 [Brachypodium distachyon]
Ss11g08750.1	ERN07643.1	90	50	44	93	42	91	8.60E-18	94.7	ERN07643.1 hypothetical protein AMTR_s03506p00001230 [Amborella trichopoda]
Ss11g08760.1	RLM57744.1	63.5	542	11	545	20	557	2.50E-178	630.6	RLM57744.1 4-coumarate--CoA ligase-like 7 isoform X1 [Panicum miliaceum]
Ss11g08770.1	XP_003558161.1	59.4	256	1	213	1	254	2.30E-71	273.9	XP_003558161.1 protein YIPF5 homolog [Brachypodium distachyon]
Ss11g08780.1	PUZ39147.1	74.5	47	53	99	8	54	4.10E-10	69.7	PUZ39147.1 hypothetical protein GQ55_9G262000 [Panicum hallii var. hallii]
Ss11g08800.1	XP_006654149.1	49.9	989	146	1085	1	966	1.00E-247	862.1	XP_006654149.1 PREDICTED: uncharacterized protein LOC102699959 [Oryza brachyantha]
Ss11g08810.1	OEL22467.1	72.8	485	5	470	7	485	1.10E-156	558.5	OEL22467.1 Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1 [Dichanthelium oligosanthes]
Ss11g08820.1	PNT76391.1	35.9	103	2	104	17	108	8.90E-09	65.1	PNT76391.1 hypothetical protein BRADI_1g47686v3, partial [Brachypodium distachyon]
Ss05g18780.1	XP_004961062.1	49.6	240	25	227	186	425	1.60E-62	244.6	XP_004961062.1 uncharacterized protein LOC101781701 isoform X1 [Setaria italica]
Ss05g18800.1	BAF18396.1	63.5	74	10	80	3	76	4.40E-15	86.3	BAF18396.1 Os05g0589500 [Oryza sativa Japonica Group]
Ss05g18790.1	XP_015641849.1	59.3	59	13	71	652	710	1.90E-12	76.6	XP_015641849.1 zinc finger CCCH domain-containing protein 43 [Oryza sativa Japonica Group]
Ss05g18740.1	RRT79862.1	91.4	58	1	58	1	58	2.10E-24	116.3	RRT79862.1 hypothetical protein B296_00004087 [Ensete ventricosum]
Ss05g18730.1	OEL23259.1	54.8	188	56	225	2	189	1.50E-31	141.7	OEL23259.1 Cyclin-D5-1 [Dichanthelium oligosanthes]
Ss05g18750.1	EAY72866.1	87.3	347	1	346	1	347	1.80E-177	627.1	EAY72866.1 hypothetical protein OsI_00738 [Oryza sativa Indica Group]
Ss05g18820.1	AGT16143.1	72.3	393	1	383	1	387	1.60E-134	484.6	AGT16143.1 nucleic acid binding protein [Saccharum hybrid cultivar R570]
Ss05g18810.1	XP_002442784.1	50.6	79	20	98	11	88	4.60E-13	79.3	XP_002442784.1 uncharacterized protein LOC8074868 [Sorghum bicolor]
Ss09g07500.1	PNT68946.1	60.9	115	22	136	38	147	8.80E-31	138.7	PNT68946.1 hypothetical protein BRADI_3g47350v3 [Brachypodium distachyon]
