Gene_ID	SwissProt_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss03g29650.1	Q84VX4|MPS1_ARATH	48.224	732	52	745	39	735	0	606	Serine/threonine-protein kinase MPS1 OS=Arabidopsis thaliana OX=3702 GN=MPS1 PE=2 SV=1
Ss03g29590.1	Q39008|M3K1_ARATH	45.44	614	23	599	11	591	5.11E-144	433	Mitogen-activated protein kinase kinase kinase 1 OS=Arabidopsis thaliana OX=3702 GN=MEKK1 PE=1 SV=2
Ss03g29620.1	P42732|RR13_ARATH	62.338	154	6	155	4	154	5.67E-63	194	30S ribosomal protein S13, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPS13 PE=2 SV=1
Ss03g29610.1	Q8L586|Y4958_ARATH	66.423	274	6	276	18	287	1.76E-130	374	Uncharacterized membrane protein At4g09580 OS=Arabidopsis thaliana OX=3702 GN=At4g09580 PE=1 SV=1
Ss05g22660.1	Q5W7C3|WOX2_ORYSJ	93.421	76	7	82	25	100	8.99E-48	162	Putative WUSCHEL-related homeobox 2 OS=Oryza sativa subsp. japonica OX=39947 GN=WOX2 PE=3 SV=1
Ss10g03000.1	A0A1X9QHJ0|DMS1D_WHEAT	68.301	306	20	325	11	313	3.70E-160	452	Deoxymugineic acid synthase 1-D OS=Triticum aestivum OX=4565 GN=DMAS1-D PE=2 SV=1
Ss10g03010.1	B0BN95|HARB1_RAT	26.056	284	84	360	62	326	2.56E-14	77	Putative nuclease HARBI1 OS=Rattus norvegicus OX=10116 GN=Harbi1 PE=2 SV=1
Ss10g02980.1	Q9ZPS7|TMN3_ARATH	84.283	579	14	590	14	592	0	1008	Transmembrane 9 superfamily member 3 OS=Arabidopsis thaliana OX=3702 GN=TMN3 PE=2 SV=1
Ss10g02990.1	Q7G764|NADO1_ORYSJ	70.093	321	1	320	1	321	1.27E-174	489	Probable NAD(P)H-dependent oxidoreductase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0113000 PE=1 SV=1
Ss05g22590.1	Q9FY50|RK10_ARATH	53.103	145	21	165	54	198	1.77E-54	175	50S ribosomal protein L10, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPL10 PE=2 SV=1
Ss05g22600.1	Q84MZ4|TF3A_ARATH	42.145	401	12	371	15	405	5.98E-86	269	Transcription factor IIIA OS=Arabidopsis thaliana OX=3702 GN=TFIIIA PE=1 SV=1
Ss05g22640.1	Q6PIJ4|NFRKB_MOUSE	53.548	155	1021	1173	508	659	6.23E-39	162	Nuclear factor related to kappa-B-binding protein OS=Mus musculus OX=10090 GN=Nfrkb PE=1 SV=1
Ss05g22650.1	Q8GWZ6|SRR1_ARATH	35.922	103	62	150	155	257	8.36E-08	53.1	Protein SENSITIVITY TO RED LIGHT REDUCED 1 OS=Arabidopsis thaliana OX=3702 GN=SRR1 PE=2 SV=2
Ss10g02920.1	Q9SFU3|PPA15_ARATH	49.123	513	19	464	23	527	2.99E-158	462	Purple acid phosphatase 15 OS=Arabidopsis thaliana OX=3702 GN=PAP15 PE=1 SV=1
Ss10g02930.1	Q0JA82|KS1_ORYSJ	68.34	717	35	721	6	720	0	978	Ent-kaur-16-ene synthase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=KS1 PE=1 SV=1
Ss07g05350.1	Q9LMN7|WAK5_ARATH	37.698	252	1	205	478	728	2.33E-34	132	Wall-associated receptor kinase 5 OS=Arabidopsis thaliana OX=3702 GN=WAK5 PE=2 SV=1
Ss07g05360.1	Q9LMN8|WAK3_ARATH	33.333	177	38	200	121	287	6.74E-21	93.6	Wall-associated receptor kinase 3 OS=Arabidopsis thaliana OX=3702 GN=WAK3 PE=2 SV=2
Ss07g05290.1	Q6ZLK0|OST48_ORYSJ	90.268	411	30	440	29	439	0	780	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Oryza sativa subsp. japonica OX=39947 GN=OST48 PE=2 SV=1
Ss07g05300.1	A2SWM2|SPNS2_DANRE	22.037	481	33	474	60	491	3.08E-06	53.1	Protein spinster homolog 2 OS=Danio rerio OX=7955 GN=spns2 PE=1 SV=2
Ss07g05270.1	Q7XII4|REM41_ORYSJ	54.753	263	23	244	56	316	2.42E-75	234	Remorin 4.1 OS=Oryza sativa subsp. japonica OX=39947 GN=REM4.1 PE=1 SV=1
Ss07g05280.1	Q94A08|RFS2_ARATH	61.161	775	1	753	1	773	0	1033	Probable galactinol--sucrose galactosyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=RFS2 PE=2 SV=2
Ss07g05330.1	Q9LUG9|MD33A_ARATH	54.186	1314	11	1320	15	1305	0	1383	Mediator of RNA polymerase II transcription subunit 33A OS=Arabidopsis thaliana OX=3702 GN=MED33A PE=1 SV=1
Ss07g05340.1	P46014|P2C70_ARATH	48.673	565	26	570	26	578	2.07E-173	506	Protein phosphatase 2C 70 OS=Arabidopsis thaliana OX=3702 GN=KAPP PE=1 SV=2
Ss07g05310.1	P25032|EMBP1_WHEAT	51.111	360	1	337	1	339	6.44E-58	195	DNA-binding protein EMBP-1 OS=Triticum aestivum OX=4565 PE=1 SV=1
Ss07g05320.1	Q7XSK2|BGL16_ORYSJ	75.155	483	23	505	27	509	0	786	Beta-glucosidase 16 OS=Oryza sativa subsp. japonica OX=39947 GN=BGLU16 PE=3 SV=2
Ss02g14910.1	F1SRI0|TPPC2_PIG	45.946	148	1	145	1	138	9.53E-40	133	Trafficking protein particle complex subunit 2 OS=Sus scrofa OX=9823 GN=TRAPPC2 PE=2 SV=2
Ss02g14830.1	P42731|PABP2_ARATH	63.566	645	5	647	17	629	0	802	Polyadenylate-binding protein 2 OS=Arabidopsis thaliana OX=3702 GN=PAB2 PE=1 SV=1
Ss02g14820.1	Q9SZ96|URGT5_ARATH	76.647	334	1	334	1	334	0	536	UDP-rhamnose/UDP-galactose transporter 5 OS=Arabidopsis thaliana OX=3702 GN=URGT5 PE=1 SV=1
Ss02g14850.1	Q8LSN2|BBM2_BRANA	49.682	471	5	466	3	397	4.16E-129	396	AP2-like ethylene-responsive transcription factor BBM2 OS=Brassica napus OX=3708 GN=BBM2 PE=2 SV=1
Ss02g14870.1	Q7XI96|BZR1_ORYSJ	67.059	85	42	122	147	231	2.67E-32	119	Protein BZR1 homolog 1 OS=Oryza sativa subsp. japonica OX=39947 GN=BZR1 PE=1 SV=1
Ss02g14890.1	Q42563|APT2_ARATH	75.568	176	36	211	11	186	8.52E-94	275	Adenine phosphoribosyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=APT2 PE=1 SV=1
Ss02g14880.1	A8MRY9|UGNT1_ARATH	66.667	339	8	339	6	344	2.12E-159	452	UDP-N-acetylglucosamine transporter UGNT1 OS=Arabidopsis thaliana OX=3702 GN=UGNT1 PE=1 SV=1
Ss07g21330.1	P50651|RIR2A_ARATH	76.176	340	3	342	2	341	0	547	Ribonucleoside-diphosphate reductase small chain A OS=Arabidopsis thaliana OX=3702 GN=RNR2A PE=1 SV=2
Ss03g19840.1	Q8RWN7|P2C32_ARATH	52.219	969	1	958	1	844	0	900	Protein phosphatase 2C 32 OS=Arabidopsis thaliana OX=3702 GN=POL PE=1 SV=2
Ss03g19820.1	Q8LPH6|MYB86_ARATH	78.295	129	1	129	1	129	5.65E-74	234	Transcription factor MYB86 OS=Arabidopsis thaliana OX=3702 GN=MYB86 PE=2 SV=1
Ss07g21360.1	A4RSQ6|IF6_OSTLU	50	46	4	49	87	132	1.15E-09	57	Eukaryotic translation initiation factor 6 OS=Ostreococcus lucimarinus (strain CCE9901) OX=436017 GN=EIF6 PE=3 SV=2
Ss07g21370.1	Q0WW55|ZEUS1_ARATH	66.341	205	32	236	58	261	1.34E-97	288	Thymidylate kinase OS=Arabidopsis thaliana OX=3702 GN=ZEU1 PE=2 SV=1
Ss07g21380.1	Q9LHI0|NDUA6_ARATH	57.895	76	19	94	59	133	1.49E-26	97.8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Arabidopsis thaliana OX=3702 GN=At3g12260 PE=2 SV=1
Ss03g19780.1	Q84WM0|RL292_ARATH	65.455	55	1	55	1	55	2.12E-18	73.9	60S ribosomal protein L29-2 OS=Arabidopsis thaliana OX=3702 GN=RPL29B PE=3 SV=2
Ss03g19790.1	F4IK45|C70B2_ARATH	51.503	499	18	515	75	572	0	552	Cytochrome P450 709B2 OS=Arabidopsis thaliana OX=3702 GN=CYP709B2 PE=2 SV=1
Ss04g11030.1	Q9LVE0|PTR33_ARATH	61.318	592	1	582	1	586	0	712	Protein NRT1/ PTR FAMILY 6.4 OS=Arabidopsis thaliana OX=3702 GN=NPF6.4 PE=1 SV=1
Ss04g11040.1	Q8RWU7|PUX4_ARATH	58.805	318	6	315	2	303	8.02E-113	331	Plant UBX domain-containing protein 4 OS=Arabidopsis thaliana OX=3702 GN=PUX4 PE=1 SV=1
Ss04g11010.1	O24174|BADH1_ORYSJ	65.854	533	1	453	1	505	0	644	Betaine aldehyde dehydrogenase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=BADH1 PE=1 SV=1
Ss04g11020.1	Q8S8N4|Y2685_ARATH	37.981	624	18	622	32	630	6.51E-121	375	Probably inactive receptor-like protein kinase At2g46850 OS=Arabidopsis thaliana OX=3702 GN=At2g46850 PE=3 SV=1
Ss04g11080.1	Q9FJR1|PER65_ARATH	58.065	310	18	327	27	330	3.47E-126	367	Peroxidase 65 OS=Arabidopsis thaliana OX=3702 GN=PER65 PE=2 SV=2
Ss04g11050.1	O65896|CDA1_ARATH	34.286	245	17	236	1	237	6.97E-27	108	Cytidine deaminase 1 OS=Arabidopsis thaliana OX=3702 GN=CDA1 PE=1 SV=1
Ss03g19860.1	Q0VC06|LTV1_BOVIN	27.093	454	80	470	63	461	9.85E-17	85.9	Protein LTV1 homolog OS=Bos taurus OX=9913 GN=LTV1 PE=2 SV=1
Ss06g18310.1	Q9ZSP5|AIR3_ARATH	41.873	769	21	759	22	771	0	540	Subtilisin-like protease SBT5.3 OS=Arabidopsis thaliana OX=3702 GN=AIR3 PE=2 SV=1
Ss06g18330.1	O22807|GALS1_ARATH	59.667	481	23	497	15	489	0	598	Galactan beta-1,4-galactosyltransferase GALS1 OS=Arabidopsis thaliana OX=3702 GN=GALS1 PE=2 SV=2
Ss06g18360.1	O22808|LYK5_ARATH	44.262	671	42	687	8	654	1.38E-168	501	Protein LYK5 OS=Arabidopsis thaliana OX=3702 GN=LYK5 PE=2 SV=1
Ss06g18370.1	Q69TY5|SPP_ORYSJ	88.279	1220	23	1239	32	1246	0	2209	Stromal processing peptidase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=SPP PE=2 SV=2
Ss01g01810.1	Q946Y7|SYP61_ARATH	63.265	245	1	235	1	245	8.59E-111	321	Syntaxin-61 OS=Arabidopsis thaliana OX=3702 GN=SYP61 PE=1 SV=1
Ss08g06500.1	Q0J185|ABAH3_ORYSJ	81.568	472	6	476	10	481	0	809	Abscisic acid 8'-hydroxylase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP707A7 PE=2 SV=1
Ss08g06510.1	Q9FX97|FUT12_ARATH	62.083	480	15	492	37	513	0	620	Putative fucosyltransferase-like protein OS=Arabidopsis thaliana OX=3702 GN=FUT12 PE=2 SV=1
Ss08g06540.1	Q8VY09|DJ1C_ARATH	57.99	388	64	450	84	471	1.04E-162	470	Protein DJ-1 homolog C OS=Arabidopsis thaliana OX=3702 GN=DJ1C PE=2 SV=1
Ss08g06530.1	Q6ZDF3|TRAB1_ORYSJ	69.171	386	1	359	1	374	3.57E-144	416	bZIP transcription factor TRAB1 OS=Oryza sativa subsp. japonica OX=39947 GN=TRAB1 PE=1 SV=2
Ss08g06560.1	Q7XII4|REM41_ORYSJ	30.088	113	488	600	204	316	4.26E-09	62	Remorin 4.1 OS=Oryza sativa subsp. japonica OX=39947 GN=REM4.1 PE=1 SV=1
Ss08g06550.1	P0C2F6|RNHX1_ARATH	25.21	119	69	180	238	356	7.11E-07	53.1	Putative ribonuclease H protein At1g65750 OS=Arabidopsis thaliana OX=3702 GN=At1g65750 PE=3 SV=1
Ss08g06580.1	Q01148|NU1M_WHEAT	92.593	81	44	124	241	321	2.86E-44	149	NADH-ubiquinone oxidoreductase chain 1 OS=Triticum aestivum OX=4565 GN=ND1 PE=2 SV=1
Ss08g06570.1	Q9SND4|HEC2_ARATH	61.392	158	47	199	44	196	4.44E-46	155	Transcription factor HEC2 OS=Arabidopsis thaliana OX=3702 GN=HEC2 PE=1 SV=1
Ss03g15240.1	A1E9X4|NU4C_SORBI	92.157	102	1	102	47	147	7.60E-60	193	NAD(P)H-quinone oxidoreductase chain 4, chloroplastic OS=Sorghum bicolor OX=4558 GN=ndhD PE=3 SV=1
Ss03g15230.1	Q94AK6|SAG20_ARATH	46.774	124	2	123	1	110	7.10E-24	91.3	Senescence associated gene 20 OS=Arabidopsis thaliana OX=3702 GN=SAG20 PE=2 SV=1
Ss03g15200.1	B8AM21|RU2B_ORYSI	91.489	235	1	235	1	232	7.90E-149	416	U2 small nuclear ribonucleoprotein B'' OS=Oryza sativa subsp. indica OX=39946 GN=OsI_11177 PE=3 SV=1
Ss03g15190.1	Q5XPJ9|SCAR2_ARATH	32.612	601	1	548	1	582	1.57E-64	244	Protein SCAR2 OS=Arabidopsis thaliana OX=3702 GN=SCAR2 PE=1 SV=1
Ss03g15220.1	Q94AK6|SAG20_ARATH	48.246	114	2	112	1	110	4.33E-23	89	Senescence associated gene 20 OS=Arabidopsis thaliana OX=3702 GN=SAG20 PE=2 SV=1
Ss03g15210.1	P50160|TS2_MAIZE	78.816	321	22	329	16	336	4.18E-165	466	Sex determination protein tasselseed-2 OS=Zea mays OX=4577 GN=TS2 PE=2 SV=1
Ss03g15160.1	C5WNF5|CSPL3_SORBI	66.832	202	13	201	22	220	3.02E-74	226	CASP-like protein 4B1 OS=Sorghum bicolor OX=4558 GN=Sb01g038100 PE=2 SV=1
Ss03g15170.1	P46466|PRS4_ORYSJ	97.556	450	1	450	1	448	0	876	26S proteasome regulatory subunit 4 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=TBP2 PE=2 SV=2
Ss10g02890.1	P0CD59|NU2C2_MAIZE	94.643	56	1	56	1	56	2.49E-21	87.8	NAD(P)H-quinone oxidoreductase subunit 2 B, chloroplastic OS=Zea mays OX=4577 GN=ndhB2 PE=2 SV=1
Ss05g22320.1	Q9STN5|Y4833_ARATH	39.344	122	16	119	37	157	2.52E-24	94	Uncharacterized protein At4g08330, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At4g08330 PE=1 SV=1
Ss03g40020.1	Q8VY63|MPU12_ARATH	72.197	223	60	282	1	223	2.73E-120	347	Mannose-P-dolichol utilization defect 1 protein homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At4g07390 PE=2 SV=1
Ss03g40040.1	Q2QWK1|BRXL5_ORYSJ	49.01	202	1	173	121	322	6.73E-38	135	Putative protein Brevis radix-like 5 OS=Oryza sativa subsp. japonica OX=39947 GN=BRXL5 PE=3 SV=1
Ss03g40010.1	Q9LTR9|NMT1_ARATH	65.657	396	20	408	41	434	0	556	Glycylpeptide N-tetradecanoyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=NMT1 PE=1 SV=2
Ss03g40000.1	Q9LUJ5|EBP2_ARATH	64.469	273	58	321	22	293	2.83E-111	327	Probable rRNA-processing protein EBP2 homolog OS=Arabidopsis thaliana OX=3702 GN=EBP2 PE=1 SV=1
Ss03g40070.1	Q9ZRT5|GSTT1_ARATH	65.417	240	1	238	1	240	2.45E-111	323	Glutathione S-transferase T1 OS=Arabidopsis thaliana OX=3702 GN=GSTT1 PE=2 SV=1
Ss03g40060.1	Q9M2R0|FTIP3_ARATH	62.051	780	220	995	6	773	0	1010	FT-interacting protein 3 OS=Arabidopsis thaliana OX=3702 GN=FTIP3 PE=1 SV=1
Ss01g09040.1	B2C6R6|TAFCL_ARATH	58.192	177	364	528	482	658	1.23E-53	196	Transcription initiation factor TFIID subunit 12b OS=Arabidopsis thaliana OX=3702 GN=TAF12B PE=1 SV=1
Ss01g09020.1	Q6Z9A3|GMPP3_ORYSJ	93.352	361	1	361	1	361	0	697	Probable mannose-1-phosphate guanylyltransferase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0237200 PE=2 SV=1
Ss01g09010.1	Q5N794|CSPLR_ORYSJ	82.468	154	1	154	1	153	1.48E-83	245	CASP-like protein 5B1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0847300 PE=2 SV=1
Ss01g09000.1	Q0PGJ6|AKRC9_ARATH	72.581	310	3	310	6	315	2.48E-168	472	NADPH-dependent aldo-keto reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AKR4C9 PE=1 SV=1
Ss01g08980.1	P0C2Z6|ATPA_ORYSJ	86.154	65	10	74	343	406	5.56E-27	106	ATP synthase subunit alpha, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=atpA PE=3 SV=1
Ss01g08970.1	Q0PGJ6|AKRC9_ARATH	64.516	310	3	301	6	315	1.89E-146	417	NADPH-dependent aldo-keto reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AKR4C9 PE=1 SV=1
Ss01g08960.1	Q0PGJ6|AKRC9_ARATH	54.023	261	23	242	57	315	7.26E-93	278	NADPH-dependent aldo-keto reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AKR4C9 PE=1 SV=1
Ss01g08950.1	Q54TS4|YIPF1_DICDI	33.702	181	49	228	107	285	4.26E-30	119	Protein YIPF1 homolog OS=Dictyostelium discoideum OX=44689 GN=yipf1 PE=3 SV=1
Ss03g08420.1	Q96E22|NGBR_HUMAN	26.19	210	69	268	92	293	6.97E-14	73.2	Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Homo sapiens OX=9606 GN=NUS1 PE=1 SV=1
Ss03g08410.1	O23215|PBRP1_ARATH	73.591	337	5	340	3	333	6.33E-164	477	Plant-specific TFIIB-related protein 1 OS=Arabidopsis thaliana OX=3702 GN=PBRP1 PE=2 SV=1
Ss01g41680.1	Q8LFD1|LPP3_ARATH	59.857	279	1	255	51	328	1.77E-118	347	Putative lipid phosphate phosphatase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LPP3 PE=2 SV=1
Ss03g18650.1	Q0VC13|ADAL_BOVIN	35.753	372	1	358	2	342	3.93E-71	229	Adenosine deaminase-like protein OS=Bos taurus OX=9913 GN=ADAL PE=2 SV=1
Ss01g41700.1	B9I2J6|AXEP_POPTR	64.871	427	5	431	2	419	0	550	L-Ala-D/L-amino acid epimerase OS=Populus trichocarpa OX=3694 GN=POPTR_0012s05040g PE=3 SV=2
Ss03g18630.1	O81742|APBLC_ARATH	84.684	901	1	897	1	892	0	1535	Beta-adaptin-like protein C OS=Arabidopsis thaliana OX=3702 GN=BETAC-AD PE=1 SV=2
Ss01g41640.1	P51414|RL261_ARATH	80.851	141	1	139	1	141	2.29E-78	232	60S ribosomal protein L26-1 OS=Arabidopsis thaliana OX=3702 GN=RPL26A PE=2 SV=2
Ss03g18610.1	O22212|PRP4L_ARATH	65.652	460	38	496	89	546	0	632	U4/U6 small nuclear ribonucleoprotein PRP4-like protein OS=Arabidopsis thaliana OX=3702 GN=LIS PE=2 SV=1
Ss01g41660.1	Q9LS40|ASPG1_ARATH	53.878	490	8	491	12	500	1.08E-178	513	Protein ASPARTIC PROTEASE IN GUARD CELL 1 OS=Arabidopsis thaliana OX=3702 GN=ASPG1 PE=1 SV=1
Ss03g08430.1	Q8VZ80|PLT5_ARATH	61.876	501	16	513	27	524	0	649	Polyol transporter 5 OS=Arabidopsis thaliana OX=3702 GN=PLT5 PE=1 SV=2
Ss01g41710.1	Q8H0Z4|GT121_ARATH	59.615	416	8	422	9	380	6.65E-178	504	Putative glutamine amidotransferase GAT1_2.1 OS=Arabidopsis thaliana OX=3702 GN=GAT1_2.1 PE=2 SV=1
Ss01g41720.1	F4HQ20|LRL25_ARATH	38.792	629	49	637	37	645	8.10E-128	396	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 OS=Arabidopsis thaliana OX=3702 GN=LRK10L-2.5 PE=3 SV=1
Ss09g16560.1	Q0WPF2|PCFS4_ARATH	63.057	157	71	227	64	215	3.33E-52	201	Polyadenylation and cleavage factor homolog 4 OS=Arabidopsis thaliana OX=3702 GN=PCFS4 PE=1 SV=1
Ss09g16550.1	Q9SGD6|AROD6_ARATH	73.214	392	47	432	28	402	0	555	Arogenate dehydratase/prephenate dehydratase 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ADT6 PE=1 SV=1
Ss09g16500.1	Q9UPN7|PP6R1_HUMAN	28.279	244	142	358	49	285	5.33E-21	101	Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5
Ss09g16480.1	P25076|CY11_SOLTU	81.908	304	7	306	17	320	0	517	Cytochrome c1-1, heme protein, mitochondrial OS=Solanum tuberosum OX=4113 GN=CYCL PE=2 SV=1
Ss09g16470.1	Q8H5F8|ADPRM_ORYSJ	77.743	319	85	403	1	319	0	538	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0688000 PE=2 SV=1
Ss09g16540.1	Q9LDR4|ERG24_ARATH	53.115	305	17	314	8	285	9.07E-100	301	Delta(14)-sterol reductase OS=Arabidopsis thaliana OX=3702 GN=FK PE=1 SV=2
Ss09g16520.1	F4KHD8|GP210_ARATH	45.217	1955	31	1954	26	1922	0	1685	Nuclear pore complex protein GP210 OS=Arabidopsis thaliana OX=3702 GN=GB210 PE=1 SV=1
Ss03g26910.1	Q9FG14|MYOB7_ARATH	31.783	516	14	449	21	509	2.91E-63	216	Myosin-binding protein 7 OS=Arabidopsis thaliana OX=3702 GN=MYOB7 PE=1 SV=1
Ss02g03280.1	P0DO03|DJA8_ORYSJ	53.369	371	63	433	84	446	6.18E-132	392	Chaperone protein dnaJ A8, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=DJA8 PE=1 SV=1
Ss02g03220.1	Q6K846|IAA9_ORYSJ	51.913	183	1	154	1	181	5.37E-46	151	Auxin-responsive protein IAA9 OS=Oryza sativa subsp. japonica OX=39947 GN=IAA9 PE=2 SV=1
Ss02g03230.1	Q9LSC2|Y3589_ARATH	47.619	315	47	349	26	323	2.47E-98	298	PTI1-like tyrosine-protein kinase At3g15890 OS=Arabidopsis thaliana OX=3702 GN=At3g15890 PE=2 SV=1
Ss02g03200.1	Q9XGD5|CAMT2_MAIZE	84.739	249	5	253	16	264	2.85E-161	450	Caffeoyl-CoA O-methyltransferase 2 OS=Zea mays OX=4577 GN=CCOAOMT2 PE=2 SV=1
Ss02g03210.1	Q9FH99|FB302_ARATH	55.122	205	12	213	8	212	2.31E-74	227	F-box protein At5g67140 OS=Arabidopsis thaliana OX=3702 GN=At5g67140 PE=2 SV=1
Ss02g03260.1	Q9FL07|ATL46_ARATH	48.562	313	38	299	40	339	4.98E-83	258	RING-H2 finger protein ATL46 OS=Arabidopsis thaliana OX=3702 GN=ATL46 PE=2 SV=1
Ss02g03270.1	Q6Z358|C3H49_ORYSJ	62.982	389	1	301	1	388	1.33E-157	454	Zinc finger CCCH domain-containing protein 49 OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0281000 PE=2 SV=1
Ss02g03240.1	Q9SSD2|PRP8A_ARATH	94.444	2304	76	2379	59	2359	0	4559	Pre-mRNA-processing-splicing factor 8A OS=Arabidopsis thaliana OX=3702 GN=PRP8A PE=1 SV=1
Ss02g03250.1	Q9ZUI6|AP1G2_ARATH	67.694	876	17	876	1	862	0	1212	AP-1 complex subunit gamma-2 OS=Arabidopsis thaliana OX=3702 GN=At1g60070 PE=1 SV=2
Ss01g20490.1	Q8GYN9|MENB_ARATH	75	336	4	335	8	337	0	514	1,4-dihydroxy-2-naphthoyl-CoA synthase, peroxisomal OS=Arabidopsis thaliana OX=3702 GN=MENB PE=1 SV=2
Ss03g26950.1	Q8LB17|RBL15_ARATH	60.891	404	1	396	1	403	5.46E-178	504	Rhomboid-like protein 15 OS=Arabidopsis thaliana OX=3702 GN=RBL15 PE=1 SV=2
Ss03g26940.1	Q7XZZ1|GATC_ORYSJ	69.935	153	1	141	1	153	9.08E-63	192	Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=GATC PE=2 SV=1
Ss01g43010.1	Q10I20|XAT3_ORYSJ	43.025	595	1	560	1	574	2.39E-166	488	Alpha-1,3-arabinosyltransferase XAT3 OS=Oryza sativa subsp. japonica OX=39947 GN=XAT3 PE=1 SV=1
Ss01g43020.1	Q0JR55|PSS1_ORYSJ	92.941	425	1	425	1	425	0	825	CDP-diacylglycerol--serine O-phosphatidyltransferase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=PSS1 PE=2 SV=2
Ss01g43030.1	F4HYJ7|DEXH3_ARATH	71.698	1113	125	1233	92	1191	0	1630	DExH-box ATP-dependent RNA helicase DExH3 OS=Arabidopsis thaliana OX=3702 GN=At1g48650 PE=3 SV=1
Ss01g43040.1	Q9ZU52|ALFP3_ARATH	81.122	392	1	389	1	391	0	647	Fructose-bisphosphate aldolase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FBA3 PE=1 SV=1
Ss01g43060.1	Q9LV20|WTR17_ARATH	59.35	369	3	362	19	383	8.06E-156	446	WAT1-related protein At3g18200 OS=Arabidopsis thaliana OX=3702 GN=At3g18200 PE=2 SV=1
Ss01g43080.1	F4IDB2|PHL_ARATH	37.795	254	1	245	1	237	6.50E-38	158	Protein PHYTOCHROME-DEPENDENT LATE-FLOWERING OS=Arabidopsis thaliana OX=3702 GN=PHL PE=1 SV=1
Ss01g43090.1	P93604|LRK10_WHEAT	81.333	300	1	300	316	615	0	522	Rust resistance kinase Lr10 OS=Triticum aestivum OX=4565 GN=LRK10 PE=2 SV=1
Ss01g43100.1	P93604|LRK10_WHEAT	62.201	627	14	614	15	630	0	740	Rust resistance kinase Lr10 OS=Triticum aestivum OX=4565 GN=LRK10 PE=2 SV=1
Ss01g37180.1	Q9WU63|HEBP2_MOUSE	35.484	186	31	210	20	195	1.27E-26	104	Heme-binding protein 2 OS=Mus musculus OX=10090 GN=Hebp2 PE=1 SV=1
Ss01g37090.1	P93295|M310_ARATH	43.836	146	1	145	8	153	2.60E-37	129	Uncharacterized mitochondrial protein AtMg00310 OS=Arabidopsis thaliana OX=3702 GN=AtMg00310 PE=4 SV=1
Ss01g37100.1	Q5QNI5|BZP02_ORYSJ	74.286	280	1	259	1	275	9.89E-110	324	Basic leucine zipper 2 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP02 PE=2 SV=1
Ss01g37110.1	O64697|C7101_ARATH	63.36	494	14	507	9	492	0	658	Cytochrome P450 710A1 OS=Arabidopsis thaliana OX=3702 GN=CYP710A1 PE=1 SV=1
Ss01g37120.1	O49730|MRAY_ARATH	46.652	448	59	503	60	480	7.30E-98	306	Phospho-N-acetylmuramoyl-pentapeptide-transferase homolog OS=Arabidopsis thaliana OX=3702 GN=TRANS11 PE=2 SV=3
Ss01g37130.1	Q5QNI1|KAT2_ORYSJ	79.371	509	1	509	1	509	0	825	Potassium channel KAT2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0210700 PE=2 SV=2
