Gene	KeggOrtholog
Ss03g33640.1	K02712 psbK; photosystem II PsbK protein
Ss03g25240.1	K01537 E3.6.3.8; Ca2+-transporting ATPase [EC:3.6.3.8]
Ss03g25230.1	K01537 E3.6.3.8; Ca2+-transporting ATPase [EC:3.6.3.8]
Ss03g25220.1	K11492 NCAPG2, LUZP5; condensin-2 complex subunit G2
Ss03g25210.1	K18811 CYCD5; cyclin D5, plant
Ss03g25200.1	K12184 VPS28; ESCRT-I complex subunit VPS28
Ss03g30140.1	K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
Ss11g15950.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss11g15870.1	K03301 TC.AAA; ATP:ADP antiporter, AAA family
Ss11g15910.1	K10746 EXO1; exonuclease 1 [EC:3.1.-.-]
Ss11g15930.1	K09645 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]
Ss11g15940.1	K20185 BLOC1S1; biogenesis of lysosome-related organelles complex 1 subunit 1
Ss07g02760.1	K09840 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
Ss07g02780.1	K10891 FANCD2; fanconi anemia group D2 protein
Ss07g02800.1	K10609 CUL4; cullin 4
Ss03g22810.1	K12850 PRPF38B; pre-mRNA-splicing factor 38B
Ss03g22800.1	K10597 UBE4B, UFD2; ubiquitin conjugation factor E4 B [EC:2.3.2.27]
Ss03g22780.1	K14411 MSI; RNA-binding protein Musashi
Ss03g22820.1	K10695 RNF1_2; E3 ubiquitin-protein ligase RNF1/2 [EC:2.3.2.27]
Ss03g22860.1	K03453 TC.BASS; bile acid:Na+ symporter, BASS family
Ss05g06530.1	K00392 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
Ss05g06490.1	K02434 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
Ss05g06470.1	K21026 AAE; acetylajmaline esterase [EC:3.1.1.80]
Ss07g01320.1	K03097 CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]
Ss05g06550.1	K19995 SCAMP; secretory carrier-associated membrane protein
Ss05g06560.1	K14763 NAF1; H/ACA ribonucleoprotein complex non-core subunit NAF1
Ss01g28480.1	K12885 RBMX, HNRNPG; heterogeneous nuclear ribonucleoprotein G
Ss01g28470.1	K07024 SPP; sucrose-6-phosphatase [EC:3.1.3.24]
Ss02g26250.1	K15287 SLC35F1_2; solute carrier family 35, member F1/2
Ss02g26240.1	K01595 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Ss02g26210.1	K11855 USP36_42; ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
Ss02g26170.1	K04798 pfdB, PFDN6; prefoldin beta subunit
Ss02g26180.1	K21867 AKT, KAT, GORK, SKOR; potassium channel
Ss03g10130.1	K01681 ACO, acnA; aconitate hydratase [EC:4.2.1.3]
Ss03g10050.1	K17991 PXG; peroxygenase [EC:1.11.2.3]
Ss03g10060.1	K03686 dnaJ; molecular chaperone DnaJ
Ss03g03150.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss03g16570.1	K03801 lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
Ss02g30160.1	K07023 K07023; putative hydrolases of HD superfamily
Ss02g30170.1	K08835 OXSR1, STK39; serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
Ss02g30180.1	K15919 HPR2_3; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
Ss03g19380.1	K04078 groES, HSPE1; chaperonin GroES
Ss02g30250.1	K07342 SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins
Ss01g11800.1	K05941 E2.3.2.15; glutathione gamma-glutamylcysteinyltransferase [EC:2.3.2.15]
Ss01g11760.1	K21777 CCNB; G2/mitotic-specific cyclin-B, other
Ss01g11750.1	K21777 CCNB; G2/mitotic-specific cyclin-B, other
Ss01g11730.1	K03013 RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1
Ss02g04630.1	K10901 BLM, RECQL3, SGS1; bloom syndrome protein [EC:3.6.4.12]
Ss02g04590.1	K04078 groES, HSPE1; chaperonin GroES
Ss02g04580.1	K05310 GPI7; ethanolaminephosphotransferase [EC:2.7.-.-]
Ss02g11470.1	K04715 E2.7.1.138, CERK; ceramide kinase [EC:2.7.1.138]
Ss02g11480.1	K03355 APC8, CDC23; anaphase-promoting complex subunit 8
Ss09g01350.1	K05573 ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]
Ss01g23720.1	K10401 KIF18_19; kinesin family member 18/19
Ss09g01390.1	K02950 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
Ss09g01360.1	K05573 ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]
Ss09g01410.1	K05574 ndhC; NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]
Ss01g23770.1	K20724 TMEM33; transmembrane protein 33
Ss03g37480.1	K11108 RCL1; RNA 3'-terminal phosphate cyclase-like protein
Ss03g37470.1	K04799 FEN1, RAD2; flap endonuclease-1 [EC:3.-.-.-]
Ss03g37440.1	K19355 MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
Ss03g37460.1	K18551 SDT1; pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]
Ss03g37450.1	K02881 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
Ss02g22010.1	K09548 PFDN1; prefoldin subunit 1
Ss01g05700.1	K01392 THOP1; thimet oligopeptidase [EC:3.4.24.15]
Ss02g02830.1	K03240 EIF2B5; translation initiation factor eIF-2B subunit epsilon
Ss02g02890.1	K21437 ANKRD13; ankyrin repeat domain-containing protein 13
Ss10g02880.1	K02992 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
Ss07g32690.1	K17969 FIS1, TTC11, MDV2; mitochondrial fission 1 protein
Ss07g32630.1	K00889 PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
Ss07g32610.1	K00284 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]
Ss01g36710.1	K16223 FT; protein FLOWERING LOCUS T
Ss01g14150.1	K14454 GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
Ss01g14140.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss07g15510.1	K10400 KIF15; kinesin family member 15
Ss08g15260.1	K02335 polA; DNA polymerase I [EC:2.7.7.7]
Ss08g15270.1	K15032 MTERFD; mTERF domain-containing protein, mitochondrial
Ss08g15280.1	K19476 IST1; vacuolar protein sorting-associated protein IST1
Ss08g15300.1	K13418 SERK1; somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
Ss01g21170.1	K00053 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
Ss09g08940.1	K03100 lepB; signal peptidase I [EC:3.4.21.89]
Ss09g08930.1	K17098 ANNAT; annexin D
Ss08g19950.1	K11296 HMGB3; high mobility group protein B3
Ss10g03770.1	K03094 SKP1, CBF3D; S-phase kinase-associated protein 1
Ss08g19930.1	K00413 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
Ss08g19920.1	K15501 PPP6R3, SAPS3; serine/threonine-protein phosphatase 6 regulatory subunit 3
Ss08g19870.1	K15377 SLC44A2_4_5; solute carrier family 44 (choline transporter-like protein), member 2/4/5
Ss10g18430.1	K00948 PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
Ss10g18420.1	K21026 AAE; acetylajmaline esterase [EC:3.1.1.80]
Ss10g16060.1	K02110 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
Ss10g15990.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
Ss07g12280.1	K14491 ARR-B; two-component response regulator ARR-B family
Ss07g12270.1	K10355 ACTF; actin, other eukaryote
Ss04g23420.1	K21198 NAPG, SNAPG; gamma-soluble NSF attachment protein
Ss04g23400.1	K13420 FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
Ss04g11610.1	K02934 RP-L6e, RPL6; large subunit ribosomal protein L6e
Ss04g11640.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss04g11670.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss04g11660.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss08g06870.1	K01674 cah; carbonic anhydrase [EC:4.2.1.1]
Ss04g14210.1	K10683 BARD1; BRCA1-associated RING domain protein 1
Ss04g14200.1	K05758 ARPC2; actin related protein 2/3 complex, subunit 2
Ss04g14190.1	K15404 K15404, CER1; aldehyde decarbonylase [EC:4.1.99.5]
Ss08g06820.1	K01674 cah; carbonic anhydrase [EC:4.2.1.1]
Ss08g06850.1	K01674 cah; carbonic anhydrase [EC:4.2.1.1]
Ss08g06860.1	K01674 cah; carbonic anhydrase [EC:4.2.1.1]
Ss07g14660.1	K14552 NAN1, UTP17, WDR75; NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
Ss02g21540.1	K11752 ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
Ss07g31960.1	K12867 SYF1, XAB2; pre-mRNA-splicing factor SYF1
Ss03g18890.1	K14005 SEC31; protein transport protein SEC31
Ss07g31940.1	K07556 ATPeAF2, ATPAF2, ATP12; ATP synthase mitochondrial F1 complex assembly factor 2
Ss02g30390.1	K13947 PIN; auxin efflux carrier family
Ss07g31900.1	K22381 ZNF598; E3 ubiquitin-protein ligase ZNF598 [EC:2.3.2.27]
Ss01g42450.1	K04733 IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
Ss01g42440.1	K01809 manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]
Ss05g00800.1	K03046 rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
Ss05g00790.1	K01937 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
Ss05g00820.1	K01358 clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
Ss11g06230.1	K14496 PYL; abscisic acid receptor PYR/PYL family
Ss05g00860.1	K09422 MYBP; transcription factor MYB, plant
Ss05g00850.1	K22522 LOG; cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
Ss08g19520.1	K02726 PSMA2; 20S proteasome subunit alpha 2 [EC:3.4.25.1]
Ss01g39970.1	K02866 RP-L10e, RPL10; large subunit ribosomal protein L10e
Ss06g14010.1	K17506 PPM1L, PP2CE; protein phosphatase 1L [EC:3.1.3.16]
Ss06g13990.1	K20558 SPCH; transcription factor SPEECHLESS
Ss06g14030.1	K05391 CNGC; cyclic nucleotide gated channel, plant
Ss05g03200.1	K18183 COX19; cytochrome c oxidase assembly protein subunit 19
Ss07g23370.1	K10636 AMFR, GP78; autocrine motility factor receptor [EC:2.3.2.27]
Ss02g00860.1	K01414 prlC; oligopeptidase A [EC:3.4.24.70]
Ss02g00850.1	K14492 ARR-A; two-component response regulator ARR-A family
Ss02g00800.1	K13025 EIF4A3, FAL1; ATP-dependent RNA helicase [EC:3.6.4.13]
Ss07g06980.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss07g06970.1	K21456 GSS; glutathione synthase [EC:6.3.2.3]
Ss07g06890.1	K06901 pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease
Ss07g06930.1	K06901 pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease
Ss02g08880.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss05g07720.1	K20858 MCU; calcium uniporter protein, mitochondrial
Ss05g07710.1	K13648 GAUT; alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
Ss05g07680.1	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
Ss05g07700.1	K00423 E1.10.3.3; L-ascorbate oxidase [EC:1.10.3.3]
Ss05g07650.1	K10683 BARD1; BRCA1-associated RING domain protein 1
Ss08g16890.1	K01593 DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Ss08g16880.1	K01593 DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Ss08g16860.1	K15095 E1.1.1.208; (+)-neomenthol dehydrogenase [EC:1.1.1.208]
Ss08g16870.1	K15095 E1.1.1.208; (+)-neomenthol dehydrogenase [EC:1.1.1.208]
Ss08g16840.1	K01593 DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Ss08g16820.1	K01593 DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Ss08g16830.1	K01593 DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Ss01g32750.1	K21026 AAE; acetylajmaline esterase [EC:3.1.1.80]
Ss01g32760.1	K10734 GINS3; GINS complex subunit 3
Ss01g32720.1	K18460 XPO7, EXP7; exportin-7
Ss05g04270.1	K02903 RP-L28e, RPL28; large subunit ribosomal protein L28e
Ss05g04220.1	K11864 BRCC3, BRCC36; BRCA1/BRCA2-containing complex subunit 3 [EC:3.4.19.-]
Ss05g04300.1	K08493 VTI1; vesicle transport through interaction with t-SNAREs 1
Ss02g09950.1	K10268 FBXL2_20; F-box and leucine-rich repeat protein 2/20
Ss02g09980.1	K03883 ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]
Ss02g09970.1	K22066 BOLA1; BolA-like protein 1
Ss06g04340.1	K11253 H3; histone H3
Ss06g04390.1	K00703 glgA; starch synthase [EC:2.4.1.21]
Ss09g14520.1	K20301 TRAPPC2, TRS20; trafficking protein particle complex subunit 2
Ss02g23450.1	K18482 ADCL; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
Ss09g14460.1	K18757 LARP1; la-related protein 1
Ss09g14440.1	K10752 RBBP4, HAT2, CAF1, MIS16; histone-binding protein RBBP4
Ss09g14480.1	K09872 PIP; aquaporin PIP
Ss02g31820.1	K07466 RFA1, RPA1, rpa; replication factor A1
Ss02g31860.1	K03262 EIF5; translation initiation factor 5
Ss02g31840.1	K17506 PPM1L, PP2CE; protein phosphatase 1L [EC:3.1.3.16]
Ss01g04530.1	K07195 EXOC7, EXO70; exocyst complex component 7
Ss01g04550.1	K01228 GCS1; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
Ss01g04540.1	K01228 GCS1; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
Ss06g12900.1	K00232 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
Ss04g18830.1	K03843 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]
Ss05g18490.1	K01513 ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]
Ss05g18470.1	K09589 CYP90D2, D2; steroid 3-oxidase [EC:1.14.-.-]
Ss02g22120.1	K00487 CYP73A; trans-cinnamate 4-monooxygenase [EC:1.14.14.91]
Ss02g22110.1	K22596 GGCT; gamma-glutamylcyclotransferase, plant [EC:4.3.2.9]
Ss03g01550.1	K20456 OSBP; oxysterol-binding protein 1
Ss02g23640.1	K09496 CCT4; T-complex protein 1 subunit delta
Ss08g12290.1	K09875 SIP; aquaporin SIP
Ss08g12280.1	K12896 SFRS7; splicing factor, arginine/serine-rich 7
Ss08g12330.1	K13415 BRI1; protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]
Ss01g15760.1	K16287 ULP1C_D; ubiquitin-like-specific protease 1C/D [EC:3.4.22.68]
Ss06g15560.1	K02946 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
Ss06g15570.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss07g35370.1	K14496 PYL; abscisic acid receptor PYR/PYL family
Ss07g35380.1	K02993 RP-S7e, RPS7; small subunit ribosomal protein S7e
Ss06g15580.1	K14376 PAP; poly(A) polymerase [EC:2.7.7.19]
Ss07g35360.1	K10875 RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-]
Ss07g16040.1	K00901 dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
Ss07g15970.1	K02184 FMN2; formin 2
Ss07g16050.1	K22390 ACP7; acid phosphatase type 7
Ss06g08540.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss06g08470.1	K13947 PIN; auxin efflux carrier family
Ss06g08500.1	K17822 DCUN1D1_2; DCN1-like protein 1/2
Ss09g01580.1	K12829 SF3B2, SAP145, CUS1; splicing factor 3B subunit 2
Ss04g05080.1	K09540 SEC63, DNAJC23; translocation protein SEC63
Ss04g05040.1	K15202 GTF3C5, TFC1; general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
Ss04g05070.1	K01904 4CL; 4-coumarate--CoA ligase [EC:6.2.1.12]
Ss10g16730.1	K22139 MPC2; mitochondrial pyruvate carrier 2
Ss10g16740.1	K04523 UBQLN, DSK2; ubiquilin
Ss05g19560.1	K06130 LYPLA2; lysophospholipase II [EC:3.1.1.5]
Ss05g19570.1	K07390 grxD, GLRX5; monothiol glutaredoxin
Ss05g19580.1	K18192 ATP10; mitochondrial ATPase complex subunit ATP10
Ss10g02140.1	K01953 asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
Ss06g01210.1	K00142 AASDH; acyl-CoA synthetase [EC:6.2.1.-]
Ss06g01220.1	K20473 NBAS; neuroblastoma-amplified sequence
Ss06g01190.1	K09060 GBF; plant G-box-binding factor
Ss06g01230.1	K00033 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
Ss03g09180.1	K01874 MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]
Ss07g04100.1	K02958 RP-S15e, RPS15; small subunit ribosomal protein S15e
Ss07g25930.1	K11842 USP12_46; ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12]
Ss03g21080.1	K18810 CYCD1_2_4; cyclin D1/2/4, plant
Ss07g24510.1	K02178 BUB1; checkpoint serine/threonine-protein kinase [EC:2.7.11.1]
Ss05g10480.1	K22756 NSMCE2, NSE2; E3 SUMO-protein ligase NSE2 [EC:2.3.2.-]
Ss05g10500.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss05g10520.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss05g02260.1	K14497 PP2C; protein phosphatase 2C [EC:3.1.3.16]
Ss05g02340.1	K16240 SPA1; protein suppressor of PHYA-105 1
Ss07g11830.1	K08341 GABARAP, ATG8, LC3; GABA(A) receptor-associated protein
Ss06g14970.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss06g14960.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss06g14940.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss06g14990.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g11080.1	K08738 CYC; cytochrome c
Contig3g00060.1	K20032 ZDHHC13_17, HIP14; palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]
Contig3g00070.1	K14554 UTP21, WDR36; U3 small nucleolar RNA-associated protein 21
Ss10g18550.1	K15109 SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29
Ss09g16010.1	K00327 POR; NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
Ss09g16020.1	K18443 GBF1; golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
Ss06g20350.1	K21813 ENDOV; endonuclease V [EC:3.1.26.-]
Ss10g18490.1	K14500 BSK; BR-signaling kinase [EC:2.7.11.1]
Ss01g38400.1	K00850 pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
Ss01g38410.1	K01412 PMPCA, MAS2; mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]
Ss01g38380.1	K20363 YIPF5_7, YIP1; protein YIPF5/7
Ss01g38360.1	K09422 MYBP; transcription factor MYB, plant
Ss01g38330.1	K00469 MIOX; inositol oxygenase [EC:1.13.99.1]
Ss01g06560.1	K00991 ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
Ss01g06480.1	K03026 RPC4, POLR3D; DNA-directed RNA polymerase III subunit RPC4
Ss01g06510.1	K04564 SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
Ss03g32790.1	K02180 BUB3; cell cycle arrest protein BUB3
Ss03g32800.1	K03263 EIF5A; translation initiation factor 5A
Ss03g32740.1	K00688 PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]
Ss03g32750.1	K05391 CNGC; cyclic nucleotide gated channel, plant
Ss03g32760.1	K06694 PSMD10; 26S proteasome non-ATPase regulatory subunit 10
Ss02g16350.1	K02934 RP-L6e, RPL6; large subunit ribosomal protein L6e
Ss02g16340.1	K14820 BRX1, BRIX1; ribosome biogenesis protein BRX1
Ss02g16290.1	K02261 COX2; cytochrome c oxidase subunit 2
Ss02g16370.1	K20368 CNIH, ERV14; protein cornichon
Ss01g26540.1	K09422 MYBP; transcription factor MYB, plant
Ss01g26560.1	K02212 MCM4, CDC54; DNA replication licensing factor MCM4 [EC:3.6.4.12]
Ss03g23640.1	K03036 PSMD11, RPN6; 26S proteasome regulatory subunit N6
Ss03g23700.1	K12669 OST3, OST6; oligosaccharyltransferase complex subunit gamma
Ss11g12850.1	K15731 CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
Ss11g12810.1	K22390 ACP7; acid phosphatase type 7
Ss11g12820.1	K22390 ACP7; acid phosphatase type 7
Ss11g12830.1	K22390 ACP7; acid phosphatase type 7
Ss08g14110.1	K01711 gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
Ss05g05610.1	K01307 GGH; gamma-glutamyl hydrolase [EC:3.4.19.9]
Ss05g05640.1	K07904 RAB11A; Ras-related protein Rab-11A
Ss05g05650.1	K07897 RAB7A; Ras-related protein Rab-7A
Ss02g34000.1	K03781 katE, CAT, catB, srpA; catalase [EC:1.11.1.6]
Ss02g33990.1	K09490 HSPA5, BIP; heat shock 70kDa protein 5
Ss02g34030.1	K10143 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]
Ss03g00560.1	K03861 PIGP, GPI19, DSCR5; phosphatidylinositol glycan, class P
Ss04g20150.1	K01265 map; methionyl aminopeptidase [EC:3.4.11.18]
Ss04g20140.1	K09286 EREBP; EREBP-like factor
Ss07g13770.1	K02291 crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
Ss04g20120.1	K17506 PPM1L, PP2CE; protein phosphatase 1L [EC:3.1.3.16]
Ss01g33540.1	K02470 gyrB; DNA gyrase subunit B [EC:5.99.1.3]
Ss01g33480.1	K01640 E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
Ss03g11730.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss03g11740.1	K09060 GBF; plant G-box-binding factor
Ss01g19310.1	K10581 UBE2O; ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
Ss04g06470.1	K22418 HSD1; 11beta/17beta-hydroxysteroid dehydrogenase [EC:1.1.1.146 1.1.1.-]
Ss01g31100.1	K14165 K14165; atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
Ss01g31090.1	K01051 E3.1.1.11; pectinesterase [EC:3.1.1.11]
Ss01g31080.1	K01051 E3.1.1.11; pectinesterase [EC:3.1.1.11]
Ss10g14820.1	K01873 VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]
Ss10g14890.1	K09531 DNAJC11; DnaJ homolog subfamily C member 11
Ss03g14240.1	K00995 pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
Ss03g14200.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
Ss03g14210.1	K18732 SARNP, CIP29, THO1; SAP domain-containing ribonucleoprotein
Ss02g19320.1	K15027 EIF2D; translation initiation factor 2D
Ss07g14150.1	K05391 CNGC; cyclic nucleotide gated channel, plant
Ss02g22710.1	K05658 ABCB1, CD243; ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
Ss09g13050.1	K13691 SGT1; pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
Ss09g13120.1	K15191 LARP7; La-related protein 7
Ss09g13140.1	K01765 ITPK4; inositol-1,3,4-trisphosphate 5/6-kinase [EC:2.7.1.159]
Ss02g07480.1	K06171 NCSTN; nicastrin
Ss02g07470.1	K14780 DHX37, DHR1; ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13]
Ss02g07500.1	K11699 RDR, RDRP; RNA-dependent RNA polymerase [EC:2.7.7.48]
Ss07g22580.1	K02950 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
Ss07g22600.1	K02950 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
Ss07g22610.1	K03014 RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2
Ss07g22560.1	K05573 ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]
Ss07g22620.1	K05657 ABCB10; ATP-binding cassette, subfamily B (MDR/TAP), member 10
Ss01g10050.1	K06910 K06910; uncharacterized protein
Ss01g10120.1	K10666 RNF5; E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
Ss05g12410.1	K16302 CNNM; metal transporter CNNM
Ss01g10130.1	K17871 ndh1; NADH:ubiquinone reductase (non-electrogenic) [EC:1.6.5.9]
Ss11g07990.1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]
Ss11g08000.1	K12586 RRP43, EXOSC8, OIP2; exosome complex component RRP43
Ss11g07950.1	K10592 HUWE1, MULE, ARF-BP1; E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]
Ss05g18270.1	K04460 PPP5C; serine/threonine-protein phosphatase 5 [EC:3.1.3.16]
Ss05g18260.1	K09874 NIP; aquaporin NIP
Ss05g18240.1	K15731 CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
Ss05g18280.1	K10739 RFA2, RPA2; replication factor A2
Ss08g02450.1	K04681 RBL1; retinoblastoma-like protein 1
Ss08g02440.1	K13728 MAD2L2; mitotic spindle assembly checkpoint protein MAD2B
